symbol,timeframe,status,cluster,data_source,n_signals,n_folds,rows,trials,best_ev,best_atr_sl_mult,best_atr_tp_mult,best_breakeven_atr,best_trail_activation_atr,best_trail_distance_atr,best_horizon,cost_bps,fee_bps,spread_bps,slippage_bps
AAPL,H1,ok,equity,bars,9320,53,17123,400,0.0005279085194492155,0.7923486990111268,7.510120132073456,0.41981680063721794,1.8238900358029118,0.3132573270917836,33,8.4,0.4,3.0,2.5
AAPL,H4,ok,equity,bars,2791,57,4873,400,0.0012373563790263784,0.5025316706852768,6.007758420560675,0.8148513171341228,3.1264763770529527,0.44283835906210567,21,8.4,0.4,3.0,2.5
AAPL,M1,ok,equity,bars,52444,36,100179,400,-0.0006914280181501149,2.340590721215607,7.67227135789631,0.7835118916976546,2.394734820308726,1.7439827230226328,35,8.4,0.4,3.0,2.5
AAPL,M15,ok,equity,bars,28143,42,55277,400,0.000021848616104933887,2.117887484262224,7.4254434606242095,0.9497231324307737,1.0584897437510696,0.30138007728111,32,8.4,0.4,3.0,2.5
AAPL,M30,ok,equity,bars,15844,32,29171,400,0.0009120753318026543,0.8338488097851053,7.257699847103318,1.2746044547121487,3.828876013781898,0.3002968780608406,29,8.4,0.4,3.0,2.5
ALVG,H1,ok,equity,bars,181,43,14184,400,0.004614393219146528,1.1874046470261537,7.744090680304287,1.0926929402251089,1.8494887001165177,0.3514921214199505,34,8.4,0.4,3.0,2.5
ALVG,H4,ok,equity,bars,99,57,4836,400,0.009790361293726466,0.5002944311208181,3.971432218399302,0.5572092290576202,3.6926242770027438,0.8006577914386126,23,8.4,0.4,3.0,2.5
ALVG,M1,ok,equity,bars,22,36,100066,400,-999.0,1.249080237694725,7.704285838459497,1.178392730173686,2.79597545259111,0.565231688752142,10,8.4,0.4,3.0,2.5
ALVG,M15,ok,equity,bars,324,30,41881,400,0.00004126578458440405,2.107351961901627,5.589937129858765,1.0798366550231397,2.224393236310933,0.8888526288414982,20,8.4,0.4,3.0,2.5
ALVG,M30,ok,equity,bars,203,25,23047,400,0.00021322853971398608,1.1110452898087617,7.994095292449939,0.6932429699768032,1.44388148220733,0.7667416416069739,10,8.4,0.4,3.0,2.5
AMZN,H1,ok,equity,bars,6566,35,11741,400,0.004594452344652636,0.5983643559454165,6.823573704846991,0.30064506871491586,3.442022413749477,0.5541126769306025,35,8.4,0.4,3.0,2.5
AMZN,H4,ok,equity,bars,1937,40,3453,400,0.00925376401845896,0.8267452600455494,5.40568415371706,1.2674907526445236,1.3720827937149143,0.3021719086173157,7,8.4,0.4,3.0,2.5
AMZN,M1,ok,equity,bars,53187,36,100179,400,-0.0006479991884095623,2.458163389448525,7.857588942313048,1.4562629163475265,3.6772005296775956,0.5778880452846761,36,8.4,0.4,3.0,2.5
AMZN,M15,ok,equity,bars,17117,23,32880,400,0.00012447085475592102,1.5938304872621698,7.690389873678966,0.33601375726382343,1.1859659600593442,0.300172617341488,22,8.4,0.4,3.0,2.5
AMZN,M30,ok,equity,bars,10122,19,18414,400,0.0010494972696163903,0.5019365894837089,7.89476880385932,0.6903946733546708,2.4103243990412357,1.1049965936046848,25,8.4,0.4,3.0,2.5
BCHUSD,H1,ok,crypto,bars,219,241,73385,400,0.0021170734355716384,0.800106591864746,7.249868582678467,0.9120062428685541,2.8819767263673497,0.501739465191291,32,37.5,6.5,15.0,8.0
BCHUSD,H4,ok,crypto,bars,191,228,18550,400,0.041783745726711626,2.0952270642868176,4.056846436623435,0.6567101058392998,2.103834961774585,1.5604616398779716,6,37.5,6.5,15.0,8.0
BCHUSD,M1,too_few_signals,crypto,,15,,,,,,,,,,,,,,
BCHUSD,M15,ok,crypto,bars,33,80,100985,400,-999.0,1.6239882614641976,9.655000144869414,1.5443897010793888,3.595304694689628,0.812037280884873,12,37.5,6.5,15.0,8.0
BCHUSD,M30,ok,crypto,bars,118,121,100188,400,0.08068222755620366,1.2002566374824057,3.6444216380445726,0.5691911633470724,4.645228188616372,1.7360588551387077,36,37.5,6.5,15.0,8.0
BTCUSD,H1,ok,crypto,bars,377,227,69317,400,-0.0012023538158674931,2.273133714515194,9.112157840463079,1.093808422368827,3.7347344480305593,0.7014479197059882,13,37.5,6.5,15.0,8.0
BTCUSD,H4,ok,crypto,bars,45,218,17709,400,-999.0,1.6239882614641976,9.655000144869414,1.5443897010793888,3.595304694689628,0.812037280884873,12,37.5,6.5,15.0,8.0
BTCUSD,M1,too_few_signals,crypto,,6,,,,,,,,,,,,,,
BTCUSD,M15,ok,crypto,bars,200,79,100182,400,-0.0008070472000786463,2.11235722974875,4.5958430719186225,1.1729770463815747,4.064315592505721,0.7135225667083955,33,37.5,6.5,15.0,8.0
BTCUSD,M30,ok,crypto,bars,447,121,100173,400,-0.0009178291227378325,2.3311237739113517,9.855281157929994,1.1776463813699787,4.475519614243593,0.648068435193247,38,37.5,6.5,15.0,8.0
DBKGn,H1,ok,equity,bars,7764,43,14182,400,0.00025499895048995805,0.7121051333413474,6.914298490179052,1.2258376975776362,2.167494324279815,0.30331340682514873,31,8.4,0.4,3.0,2.5
DBKGn,H4,ok,equity,bars,2673,57,4835,400,0.0024974205923660006,0.5664224914633175,7.1798881088648345,0.5866030363514181,3.996299603765467,0.7343844174494869,32,8.4,0.4,3.0,2.5
DBKGn,M1,ok,equity,bars,52761,36,100064,400,-0.0007001923920792523,0.5003739152335035,7.870145709637071,1.4978077873847797,2.873584232723737,0.30002200007378593,17,8.4,0.4,3.0,2.5
DBKGn,M15,ok,equity,bars,21920,31,42225,400,0.00004627301712450084,0.6712812054095207,7.828869399261643,0.9433253115887871,3.087571698324604,0.35591821494661185,34,8.4,0.4,3.0,2.5
DBKGn,M30,ok,equity,bars,12287,25,23158,400,0.002130608860799861,1.9109015213226948,6.811263710656327,1.1873419927232987,1.2661090567699202,0.3000738630990985,28,8.4,0.4,3.0,2.5
DOGEUSD,H1,ok,crypto,bars,7350,123,37953,400,-0.0014162529692982849,1.2632011162822707,9.50282060010511,1.5531911440322639,4.3108062603938455,0.9124176179393003,32,37.5,6.5,15.0,8.0
DOGEUSD,H4,ok,crypto,bars,4843,119,9799,400,0.0005534002227611421,1.3896346017688899,9.537122510880884,1.9504244793827357,4.933048827830982,0.5434560381238523,44,37.5,6.5,15.0,8.0
DOGEUSD,M1,ok,crypto,bars,16778,36,100069,400,-0.003342286134870574,2.1392792477581106,9.995940327398165,1.4930709023025945,4.412099899554066,0.5602506119817092,47,37.5,6.5,15.0,8.0
DOGEUSD,M15,ok,crypto,bars,18918,79,100182,400,-0.00286841917660718,0.8000919895820208,9.41144404015038,0.35992114215618487,4.49205708201585,0.5001939353715802,46,37.5,6.5,15.0,8.0
DOGEUSD,M30,ok,crypto,bars,13756,88,73552,400,-0.0018929226724849737,1.2891410965257892,8.950400161980191,1.926399580171276,4.998552159476227,0.6473555849547556,45,37.5,6.5,15.0,8.0
EU50.cash,H1,ok,index,bars,14283,86,27050,400,6.207040216774852e-6,0.558962752623193,6.7286270587866,0.9590900548702656,1.3329012316593452,0.9995076875459696,16,5.0,0.0,2.0,1.5
EU50.cash,H4,ok,index,bars,3991,88,7356,400,0.00019964745743158657,1.3427727729434977,7.568353657854739,0.3451602154269809,3.077836332638336,1.9969701584283124,36,5.0,0.0,2.0,1.5
EU50.cash,M1,ok,index,bars,43292,36,100067,400,-0.0004224668979113413,2.187480991294138,5.757462949310879,1.3805736745020334,1.4203183932589962,0.30027426842586286,28,5.0,0.0,2.0,1.5
