trade_num,equity
0,100000.0
1,98587.54036516651
2,98455.22048523305
3,88653.369044449
4,83609.19520514947
5,88146.99022356684
6,88028.68319288449
7,95024.83782322706
8,102237.44458654172
9,96334.95653340478
10,96205.65997285888
11,108141.56351347406
12,97568.48416034605
13,86179.62999452894
14,69853.98544582291
15,65070.034319529375
16,58570.37535802749
17,58491.76476477883
18,58413.259679226394
19,58334.85995976237
20,49619.47408965887
21,49552.8770041693
22,49486.36930237186
23,57343.05296086106
24,65250.98996158208
25,84208.17078653794
26,74592.93646607865
27,80162.22079824597
28,60564.64007918909
29,60483.35287115237
30,53198.69522725571
31,53127.29426787469
32,43747.49144015058
33,43688.77547266311
34,34532.55006979647
35,29485.224044820283
36,33260.147877325
37,29125.514990458963
38,25880.664531335016
39,25845.928636609373
40,30046.421015329917
41,27961.785276590912
42,31379.07197722567
43,28308.439882040806
44,26173.12125952215
45,28793.711823022408
46,28755.066163772273
47,31508.843987944554
48,34484.92174147064
49,34438.63758946274
50,34392.41555801707
51,36341.702239155165
52,32792.56174664679
53,29741.214935205757
54,28002.595227597612
55,27965.011370402102
56,26752.018045639208
57,26716.11265837967
58,26680.25546175876
59,25349.89151626917
60,27005.35066726307
61,26969.105268051182
62,26932.90851582708
63,25304.48954209918
64,25270.526964215747
65,25236.609969417266
66,22931.150491146836
67,21708.713103511993
68,23279.926367066695
69,25382.717467201193
70,28313.12633411603
71,27536.337529636174
72,27499.37946310735
73,27693.299901475315
74,27656.131166923748
75,27437.514025818466
76,27400.68859586939
77,27418.471337019884
78,27185.279708841128
79,26996.657043041618
80,26960.423312031504
81,26696.854383915204
82,26312.75354871824
83,25992.05619352771
84,25695.722669782324
85,25380.027393161257
86,25345.96343168162
87,25311.945189359558
88,25843.4357088091
89,26059.161442696877
90,25513.285834062695
91,26118.091157719355
92,26345.433293435904
93,26672.66740722822
94,26437.29284812889
95,26708.130143562317
96,26462.167252251194
97,26426.65089003516
98,26688.821584099787
99,26653.00101636381
100,26873.565377190534
101,27148.872073954943
102,27268.876382307837
103,27126.19296610715
104,27248.06712800522
105,27211.495965387287
106,26947.790711019174
107,26911.622566260245
108,27053.349338958717
