trade_num,equity
0,100000.0
1,103491.22465402183
2,107104.33580389216
3,94430.57497644062
4,94190.57924166771
5,87385.58056917474
6,113568.51490937234
7,113279.8800134232
8,167952.03913952908
9,211433.25814864403
10,186682.03550894975
11,219280.05531393128
12,192833.83895149457
13,174844.1063766624
14,174399.73928696665
15,190765.51700409982
16,177288.15834493228
17,163824.93984917187
18,151749.48436051628
19,138203.04125363202
20,122582.13774084489
21,160004.47648472825
22,252175.70541596488
23,251534.7997164255
24,233476.0920121428
25,232882.71146491705
26,216129.05793848948
27,215579.76495707253
28,199846.0142497045
29,184260.48490980183
30,246432.25323933954
31,245805.94454956744
32,230047.25075973303
33,271883.7735073029
34,333300.49245748814
35,288155.8684255773
36,246555.71360756332
37,224171.7497586871
38,273905.2761572185
39,437080.10056916677
40,388834.38445987774
41,387846.16010747175
42,514300.65913549234
43,432892.2216223699
44,395751.88624237117
45,489615.19061405334
46,454424.71988184046
47,419917.02737162885
48,383620.5966331834
49,344908.50931699196
50,344031.9227755713
51,300434.46198112133
52,299670.9064328018
53,251040.9226622958
54,322648.7187987075
55,292334.9854094456
56,291592.01471758366
57,290850.93228910625
58,242310.6951485184
59,305872.8940060264
60,359205.3088613246
61,332404.6378599672
62,382043.29976991576
63,381072.3349900632
64,365079.70594162657
65,364151.8542124594
66,351739.5990004983
67,372150.91575420916
68,362893.10874995106
69,352052.6910401691
70,342829.41014274134
71,333074.92189805734
72,322899.6472987033
73,313500.55744111136
74,312703.79435189406
75,311909.05623968324
76,342335.50625540357
77,331964.64580820315
78,322176.8467185926
79,321358.0328008087
80,320541.29990231217
81,312862.5385016844
82,312067.3969404966
83,300947.9146433511
84,289777.2117902063
85,289040.7416916033
86,275749.014751204
87,259022.64863777417
88,232491.56118700825
89,244340.22720126674
90,234992.79871940328
91,225476.8087247681
92,215626.13753706202
93,204697.62467200428
94,204177.38473010322
95,203658.46698037506
96,203140.86806246237
97,195275.9626824892
98,223627.754523358
99,210302.98916816578
100,193794.42064818472
101,176259.03285225507
102,201800.4919213957
103,193542.89084883008
104,201398.97864472176
105,195240.94434645254
106,194744.7386005077
107,188062.60037035873
108,202319.55525698676
109,223883.9678051435
