trade_num,equity
0,100000.0
1,99691.70830948047
2,99384.36705662537
3,99077.97331131436
4,98772.52415246042
5,98468.01666798198
6,98164.4479547752
7,97861.81511868625
8,97560.11527448375
9,97259.34554583124
10,96959.50306525976
11,96660.58497414054
12,96362.58842265769
13,96065.5105697811
14,95769.34858323929
15,95474.09963949247
16,95179.76092370557
17,94886.32962972143
18,94593.80296003402
19,94302.17812576181
20,94011.45234662115
21,93721.62285089979
22,93432.6868754304
23,93144.64166556431
24,92857.48447514517
25,92571.21256648283
26,92285.82321032719
27,92001.3136858422
28,91717.68128057993
29,91434.92329045471
30,118152.48255915093
31,117788.22827327852
32,100537.60615624694
33,88316.628723988
34,88044.35589628496
35,87772.92246308527
36,87502.32583660542
37,76102.97137365116
38,75868.35223666774
39,66132.35358682608
40,65928.4730359729
41,57156.779120363324
42,56980.56951976664
43,56804.9031587265
44,49820.67073220312
45,49667.07774417464
46,43799.955855598644
47,43664.92423124461
48,55054.737549370635
49,45932.41877089447
50,40290.120592269355
51,47895.68560603887
52,58858.65464127661
53,74293.84845280951
54,74064.80669146232
55,111712.04655049178
56,149829.39921720204
57,137839.71143624594
58,122876.71223281811
59,122497.89353942074
60,110382.10454027637
61,132756.2273786288
62,119339.82396387616
63,118971.90920311489
64,108209.68887130836
65,98411.43674510061
66,90771.28093745797
67,83324.44557972882
68,76149.11700589255
69,69002.2412655139
70,68789.51308942008
71,68577.44073661655
72,68366.02218525461
73,68155.25541971873
74,67945.13843060737
75,76110.38426137267
76,73542.82466120181
77,73316.09824379797
78,73090.0708050992
79,72864.74019021224
80,78351.98240748596
81,78110.42975636636
82,77869.62179199838
83,77629.55621857465
84,77390.2307473656
85,75276.71592418897
86,73099.9837169615
87,72874.62254139099
88,70407.0880430961
89,70190.02884112246
90,69973.63881463201
91,69757.91590061235
92,69542.85804241116
93,79886.13428908415
94,79639.85197519363
95,75600.07930112873
96,72818.40262432762
97,72593.90953986776
98,77919.24829079727
99,77679.02972300145
100,74530.82074935234
101,74301.04842210608
102,74071.98446385183
103,71816.99340554986
104,71595.58758249959
105,78316.88963776937
106,78075.44517474278
107,77834.74506493291
108,85020.31408564765
109,84758.203522068
110,84496.90102357583
111,84236.40409897364
112,79519.5882562491
113,79274.43597331973
114,79030.03947450776
115,76058.36847197119
116,86501.0564207214
117,86234.38085156471
118,85968.52742102837
119,85703.49359452733
