trade_num,equity
0,100000.0
1,100046.16085264164
2,121531.4025547338
3,115303.52391503188
4,109535.41227157449
5,105148.18086107237
6,99688.79623030094
7,93776.92341416079
8,93397.88747155004
9,129122.82554830893
10,122756.61078891906
11,118690.00139886096
12,118210.26955310609
13,117732.47673036174
14,135421.32828860075
15,124420.18011536528
16,114372.62359081728
17,143790.619279997
18,143209.4335155987
19,159655.39691587305
20,154771.7118327244
21,148721.84133501627
22,141425.14330161762
23,132576.22329351644
24,132040.36487617533
25,149645.38950937282
26,144655.3900936594
27,140020.5841522277
28,135284.0009641129
29,130652.69131669174
30,126040.24672048555
31,148236.3077064207
32,147637.15296157484
33,141149.95171887305
34,133203.41252480703
35,123966.76345140781
36,114735.04466691692
37,109259.11962209264
38,103905.1911997144
39,98039.27195860917
40,118214.87771382416
41,112331.53443735848
42,106915.54354424111
43,101755.75515678037
44,101344.46965958421
45,115622.78493291291
46,109915.68535550343
47,109471.41832381129
48,105186.84775896283
49,118879.0252638394
50,113956.14643228758
51,110709.02302705734
52,110261.54941232539
53,107338.89796072716
54,104296.35407172098
55,103874.79975497455
56,103454.94931410709
57,99675.1732823256
58,95952.95003905206
59,91279.54534802811
60,90910.60353108164
61,85967.13436328083
62,82728.77613979367
63,79043.86554998258
64,74889.0250219389
65,70698.65024677139
66,64977.50171671316
67,57454.59052328752
68,49900.93812695547
69,46537.474208440886
70,43112.06150331431
71,42937.807323555906
72,41043.36444630445
73,46851.96094181716
74,44446.9218532706
75,41559.24793794186
76,38311.96989052668
77,38157.11714965996
78,43729.389843933386
79,40352.08318744055
80,36713.33658208511
81,32751.59813093781
82,31412.801610463837
83,36198.35424244352
84,39781.334933062586
85,38354.27574433373
86,38199.25200788952
87,36955.22340106886
88,36805.854479310234
89,40520.70601865318
90,39298.32927203559
91,37906.984725481336
92,37753.768889816754
93,36504.83495141242
94,35245.92316193345
95,35103.46304250867
96,34356.537098201545
97,33694.343837646076
98,32974.444249835
99,35864.470920606116
100,34432.37557579851
101,32882.29437046153
102,31232.61123757979
103,29642.71047768543
104,28304.412955350093
105,27027.392684398088
106,26918.150955308745
107,25168.606723981884
108,24347.101382970806
109,24248.693094592898
110,23434.509562461655
111,22612.55479978111
112,22521.15735666476
113,21646.557371489293
114,20774.0256983387
115,19730.58797326143
116,19650.839121001896
117,28386.253218107562
118,27082.767867713163
119,25602.084574734374
120,23704.5803966655
121,22243.711172298186
122,20908.00916039161
123,19664.77186378398
124,19585.2890329526
125,18640.055265530085
126,17801.227442037463
127,17729.276851450035
128,16586.876721361827
129,23287.11208859638
130,23192.988159597335
131,29348.418941593893
132,29229.795881328486
133,27531.268190124414
134,27419.989852023835
135,33928.411716500865
136,30476.20753952493
137,26540.737978849254
138,31990.468873098955
139,30394.158179398455
140,28911.082320576043
141,27330.970666801106
142,25720.56175102946
143,23758.798153386917
144,21553.596345318827
145,19076.56041325315
146,27858.53503912872
147,25941.466559595225
148,24359.165019763685
149,28537.728946762134
150,27396.670461179172
151,26239.872476990455
152,26133.813817394886
153,25043.757651264288
154,24942.53355537516
155,24841.71859607533
156,34289.12414456204
157,32914.214789580066
158,39123.33607362389
159,36684.989637831844
160,33940.44054647049
161,30809.000875725957
162,29079.29946943846
163,27448.991788318956
164,25917.18672630471
165,24471.924952043275
166,24373.012140618106
167,23093.44211851247
168,28836.690421648094
169,27366.093583554644
170,27255.482862927714
171,26240.021007792704
172,25246.470390242142
173,25144.426951903934
174,29123.36539655282
175,28211.548757410186
176,27199.897131487367
177,27089.958158520465
178,26088.702785066413
179,25154.524033575657
180,24166.369416842514
181,23241.349851743318
182,22300.12923761658
183,21613.92044882116
184,20860.316816417762
185,20055.675078036722
186,22377.721745941857
187,21120.173724487253
188,19718.13272647476
189,19638.434216943846
190,19559.057839965215
191,19480.002293514754
192,19401.266280830987
193,18797.272307826628
194,18721.295814161535
195,18645.62640907265
196,17874.479003272514
197,17802.232337984085
198,17310.34925175669
199,16774.245766557768
200,16294.625375875014
201,15698.058520970295
202,14984.215693566084
203,14398.271500813145
204,16002.706884111783
205,17720.873491427614
206,17649.247682612746
207,21243.225231039898
208,20373.777204036756
209,19449.11550058425
210,18368.21604031075
211,18293.97374457911
212,17834.08775646637
213,17762.00434812591
214,17197.228364560335
215,17127.71907137671
216,17058.490727060915
217,19106.87428150498
218,18527.28414859116
219,17876.815566576617
220,17288.58842147117
221,19844.14504790072
222,19270.869068065975
223,21489.05132151523
224,21402.19495507752
225,20794.09636864765
226,20211.31932333776
227,19553.507822808246
228,19474.474708912705
229,19395.761038113953
230,18767.89560445109
231,18692.03784816881
232,18006.28657594171
233,17933.507159036668
234,17246.231216110744
235,16509.795838951824
236,15688.764415245816
237,15011.687555211533
238,14951.011976023055
239,14383.667351282924
240,17025.8114856371
241,16546.312290910155
242,16479.433928434788
243,15951.094505381705
244,15400.085897787581
245,14865.864644301982
246,17042.146245040465
247,16075.019623539698
248,15149.740666047259
249,14357.862175925313
250,13925.104861615266
251,15226.555975271653
252,14678.61590866828
253,14619.286568201529
254,14232.273963176285
255,15224.474156387136
256,14875.225975411826
257,14815.10195882155
258,14755.220956850137
259,17226.4091702634
260,17156.78193149366
261,16868.969799454764
262,18146.29105037045
263,19019.834353496193
264,18672.335792022575
265,19768.091046905858
266,19394.758642002886
267,18858.007799407755
268,18140.24852350431
269,17235.598468268192
270,16400.002262777103
271,15615.758398353157
272,15552.641231692007
273,15489.779177630942
274,14792.44328837243
275,14047.731151360367
276,13990.95177723884
277,13934.401899061599
278,13425.494926004283
279,12921.55753954495
280,12466.253680602511
281,11962.613415841779
282,11395.700475185553
283,10817.361622953607
284,10280.28585869667
285,10002.198445176606
286,11287.363749288617
287,10910.409857705576
288,10546.610977185115
289,10178.254052913037
290,9748.837951591222
291,9315.44923545797
292,9277.797220940385
293,11518.530338983854
294,13472.76608346136
295,13418.310654491212
296,13046.415206001531
297,15076.808808193742
298,14559.492257169342
299,13999.09135721221
300,14553.91919966106
301,14298.1903947173
302,15126.80203570217
303,15065.661176527612
304,15004.767441937072
305,14683.419240459812
306,14380.962476188075
307,16215.267038721484
308,16149.7267245062
309,15722.378577567713
310,15375.99402392612
311,16419.69571306511
312,18049.96987819203
313,17561.91854031899
314,17490.935209818967
315,17420.23878608242
316,17047.647880536446
317,16978.74317510953
318,17810.430787410955
319,17461.51268173532
320,17390.935180599983
321,17320.642945910764
322,16990.7339871873
323,16664.246649484005
324,16596.891609387527
325,16327.515077311577
326,16086.316937246122
327,15852.938829019135
328,15560.302500473113
329,15339.937309812705
330,16013.085957205063
331,15948.362836538261
332,15723.448922001657
333,15438.971553463118
334,15144.743737664723
335,14814.315516567636
336,14392.274324653683
337,13849.27009380397
338,13793.292877305918
339,13737.54191451984
340,13353.792292995615
341,13299.817742915211
342,13955.580271127257
343,13470.13842642845
344,14943.12083381745
345,14601.375553539725
346,14281.189234184145
347,14223.466248337458
348,13815.834484854413
349,13759.992411386153
350,13213.678855776674
351,12728.385917265534
352,12211.489805073037
353,14021.577663963124
354,13221.697714289958
355,12762.644919021068
356,14267.22156700728
357,13846.453330735085
358,13790.487499281518
359,13734.747875522837
360,15287.50674185885
361,14727.520357230042
362,14667.993350396304
363,17518.198527810717
364,17033.92341116974
365,16591.729983948935
366,16200.062425359974
367,15745.40479601858
368,15262.430925833032
369,14793.326894557233
370,14256.39856353294
371,15921.570152689936
372,15200.108877858764
373,15138.671720543842
374,14077.784531877061
375,13169.764190475657
376,16028.232987535048
377,18587.008035826682
378,18511.881407071134
379,18437.058431831916
380,18362.537882775137
381,17111.070391913963
382,18370.3209208551
383,21291.77175367179
384,21205.71276940693
385,21120.00162602908
386,25740.31357780851
387,25636.274079978408
388,24654.5869753139
389,27432.07002004569
390,26681.207373904606
391,25974.996499758603
392,28894.890460212788
393,28154.191583538475
394,28040.395458044142
395,27399.571514504147
396,29346.104641619055
397,28566.315079574226
398,28450.853196534168
399,28335.857997642837
400,27683.718491707892
401,27030.728721627085
402,26321.82179529013
403,25420.303885312267
404,24578.127122118975
405,23978.039156484603
406,23297.87007394678
407,22356.353014628745
408,21357.082588153215
409,20216.803517560296
410,20135.08943589852
411,19573.31414998099
412,19494.200981103728
413,18991.653056906183
414,18337.954693010066
415,18263.834710294053
416,17644.70486239804
417,20479.70759766537
418,19794.795511656124
419,19128.03184833054
420,19050.71846122036
421,18973.717566261694
422,18573.854261073266
423,18225.04043703426
424,17865.633718467998
425,17793.422804841506
426,17721.50375973359
427,17295.57519774054
428,19182.39596801201
429,18706.63576688376
430,18298.075383405092
431,17854.329699162197
432,17782.1644751303
433,21828.878528551133
434,21740.64861816408
435,23657.34754251712
436,23561.72716280125
437,22934.957590117698
438,26477.92410310859
439,29167.89872276298
440,28454.502718682856
441,27756.76036953684
442,27211.696681827514
443,26654.91252221703
444,24427.431494005417
445,23829.293388591355
446,23284.95600424741
447,25054.380337389426
448,24538.57010030771
449,24439.387916571388
450,24340.606616241497
451,23775.338143896846
452,23172.801408432046
453,23079.13951054715
454,27494.687992311363
455,34576.70428873723
456,33446.50225737613
457,32217.86084740169
458,37699.66117894894
459,36513.21855541238
460,36365.63616830654
461,35416.765994357585
462,34389.78425567741
463,34250.784554930535
464,34112.34667558574
465,39608.657389205044
466,37984.45057045407
467,44019.062157445056
468,41959.20749059931
469,41789.613019130455
470,38361.37257231807
471,44866.6342906489
472,44685.28832192884
473,51389.17693837141
474,49135.40336928585
475,47009.58397280119
476,45347.86057875611
477,45164.56954665498
478,43809.912667571974
479,42433.427166291694
480,39891.25711438876
481,36654.42691468863
482,33671.65523215687
483,31564.496242703466
484,29557.448606989907
485,27998.430963978026
486,43772.283672362995
487,45211.58197577733
488,60588.162294932736
489,58172.09586532671
490,55807.41005441626
491,53755.77467443078
492,61322.49705881198
493,59265.44061023146
494,57143.2472065097
495,54731.915026076575
496,54510.69468478664
497,52531.68796302951
498,50441.34668150204
499,47113.44890880768
500,44057.849679986735
501,40855.15696030829
502,40690.02493885596
503,40525.56036275295
504,38365.564955216
505,36764.47712146204
506,36615.879175048496
507,36467.881845083415
508,35503.40169205496
509,34352.44014344486
510,41822.233569952376
511,48035.74092785759
512,47841.5857809545
513,44844.869607611625
514,44663.61160933088
515,42514.261353516806
516,40328.27760481123
517,37861.675169816954
518,35750.72983831251
519,33124.83418991807
520,32990.94727729725
521,43246.94431939057
522,43072.144958222154
523,41346.47906611665
524,39759.62923536142
525,38200.582163537285
526,45215.45874787302
527,43352.750628970054
528,43177.52361041189
529,49749.703570251346
530,48207.458037091
531,48012.60882864279
532,47818.54717912382
533,45942.73309913896
534,43950.944343982505
535,41932.60331368425
536,41763.11637335321
537,41594.31448047147
538,47116.18549604073
539,46925.74709039116
540,52456.62804514215
541,52244.60416193732
542,52033.437255795725
543,51823.12386291095
544,50488.80974671547
545,50284.73956722021
546,60569.36289721016
547,60324.54823787564
548,58207.82532288985
549,57972.555736990296
550,56216.637116558064
551,55989.4156929486
552,54215.385583555806
553,60139.471482826884
554,58438.21961387907
555,56697.15001180354
556,54905.59656877365
557,53118.29780359628
558,52903.59952447973
559,52689.76903203862
560,52476.802818775264
561,51192.765617576675
562,56920.98079403513
563,54696.99351565595
564,61820.59723165101
565,61570.72522165798
566,59500.14963334449
567,59259.656615652355
568,56304.66903820155
569,56077.09179931062
570,54314.12405182295
571,52644.58005341947
572,51039.8565145785
573,56735.40885352952
574,55536.94262002244
575,60259.955554773114
576,56952.829254132645
577,53420.21679208367
578,51270.60428481601
579,51063.37417834843
580,58170.07085459254
581,55921.55467767363
582,53263.30683418247
583,58597.16003144728
584,56734.123163461525
585,56504.810118540176
586,56276.42393155968
587,54768.575704709794
588,53244.947559644446
589,51631.150097790036
590,55908.87355516812
591,54532.83427960528
592,53121.71568011456
593,51761.96342292829
594,50378.896404858446
595,55254.26165994105
596,53878.453137240096
597,52333.58508970041
598,59258.222057365376
599,56958.37044429919
600,56728.1510166946
601,56498.86211052933
602,55231.96562676838
603,60257.39716892156
604,58290.07196722616
605,58054.46994949554
606,56156.88213991338
607,54196.898353056094
608,52097.577807075046
609,51887.005165182854
610,51677.283634597174
611,51468.40977522033
612,56634.87437124113
613,56405.96247895033
614,54556.581044010265
615,51616.12766660716
616,51407.50099288249
617,51199.71756507643
618,49557.0629798335
619,47972.78647672235
620,47778.88578474121
621,46139.48440905789
622,44666.66370293504
623,52372.21920976047
624,52160.536497723544
