symbol,threshold,status,cluster,timeframe,n_trades,total_return,max_dd,dd_pct,sharpe,calmar,profit_factor,win_rate,expectancy_pct,avg_bars_held,n_folds
BTC_USD,0.52,ok,index,H1,285,3042.44,4660.76,4.66,1.22,0.65,1.11,32.3,0.0492,7.3,10
EURGBP,0.44,ok,forex,H4,169,-14280.54,17886.18,17.89,-1.99,-0.8,0.66,37.3,-0.0726,15.4,35
EURJPY,0.54,ok,forex,H4,144,-2644.91,5807.79,5.81,-0.56,-0.46,0.87,38.9,-0.0426,19.5,35
FRA40.cash,0.51,ok,index,H4,174,-2725.58,8686.26,8.69,-0.51,-0.31,0.92,33.3,-0.0567,9.6,27
NZDCHF,0.74,ok,forex,H4,141,-110.96,7685.26,7.69,-0.02,-0.01,1.0,38.3,0.0088,16.3,35
UK100.cash,0.61,ok,index,H4,131,-1226.16,6313.98,6.31,-0.22,-0.19,0.95,37.4,-0.0056,20.5,34
US100.cash,0.54,ok,index,H4,252,6603.35,8618.45,8.62,0.42,0.77,1.08,25.4,0.0483,8.9,35
US500.cash,0.53,ok,index,H1,616,13914.57,7217.84,7.22,0.93,1.93,1.11,41.7,0.0107,14.3,36
USDCHF,0.53,ok,forex,H4,273,-1668.81,8067.01,8.07,-0.25,-0.21,0.96,27.5,-0.0096,7.5,35
