symbol,threshold,status,cluster,timeframe,n_trades,total_return,max_dd,dd_pct,sharpe,calmar,profit_factor,win_rate,expectancy_pct,avg_bars_held,n_folds
BTC_USD,0.44,ok,index,H1,302,3220.98,5376.99,5.38,1.29,0.6,1.11,32.8,0.0391,7.1,10
BTC_USD,0.45,ok,index,H1,302,3220.98,5376.99,5.38,1.29,0.6,1.11,32.8,0.0391,7.1,10
BTC_USD,0.46,ok,index,H1,302,3220.98,5376.99,5.38,1.29,0.6,1.11,32.8,0.0391,7.1,10
BTC_USD,0.47,ok,index,H1,302,3220.98,5376.99,5.38,1.29,0.6,1.11,32.8,0.0391,7.1,10
BTC_USD,0.48,ok,index,H1,302,3220.98,5376.99,5.38,1.29,0.6,1.11,32.8,0.0391,7.1,10
BTC_USD,0.49,ok,index,H1,302,3220.98,5376.99,5.38,1.29,0.6,1.11,32.8,0.0391,7.1,10
BTC_USD,0.5,ok,index,H1,302,3220.98,5376.99,5.38,1.29,0.6,1.11,32.8,0.0391,7.1,10
BTC_USD,0.51,ok,index,H1,295,863.56,6187.64,6.19,0.37,0.14,1.03,33.6,0.0099,7.1,10
BTC_USD,0.52,ok,index,H1,285,3042.44,4660.76,4.66,1.22,0.65,1.11,32.3,0.0492,7.3,10
BTC_USD,0.53,ok,index,H1,273,1943.98,5473.65,5.47,0.82,0.36,1.07,32.6,0.0628,7.2,10
BTC_USD,0.54,ok,index,H1,256,2292.49,5510.5,5.51,1.04,0.42,1.1,30.5,0.0766,7.3,10
BTC_USD,0.55,ok,index,H1,243,-685.9,4298.58,4.3,-0.37,-0.16,0.97,30.5,0.0191,7.3,10
BTC_USD,0.56,ok,index,H1,219,1321.83,5194.32,5.19,0.76,0.25,1.06,32.0,0.0253,7.0,10
BTC_USD,0.57,ok,index,H1,187,-3048.92,5620.1,5.62,-2.3,-0.54,0.83,28.9,-0.0963,6.7,10
BTC_USD,0.58,ok,index,H1,155,-3198.29,6299.21,6.3,-3.23,-0.51,0.79,29.7,-0.1116,6.8,10
