symbol,status,cluster,session,timeframe,sl,tp,rrr,be,trail_act,trail_dist,horizon,risk_pct,cost_bps,spread_bps,total_return,max_dd,dd_pct,sharpe,calmar,profit_factor,expectancy_pct,win_rate,n_trades,avg_bars_held,n_folds,avg_win_pct,avg_loss_pct,pct_sl,pct_tp,pct_be,pct_trail,pct_horizon,ftmo_ok,leak_free,warmup_trades,optimized_trades
LVMH,ok,equity,eu_equity,M30,1.5,4.5,3.0,1.0,2.0,0.5,24,0.8,7.8,2.4,63579.47,8461.34,8.46,6.21,7.51,1.42,0.134,37.4,449,7.5,6,1.387,0.6152,35.4,4.0,26.1,30.7,3.8,true,true,254,195
AMZN,ok,equity,us_equity,H1,1.5,4.5,3.0,1.0,2.0,0.5,24,0.8,10.3,4.9,29052.29,5310.45,5.31,4.53,5.47,1.41,0.2396,37.5,200,7.4,7,2.3285,1.0137,40.0,4.0,22.5,31.5,2.0,true,true,98,102
BCHUSD,ok,crypto,unknown,H4,1.5,6.0,4.0,1.0,3.0,1.0,30,1.0,39.5,17.0,53287.17,15035.0,15.03,1.27,3.54,1.3,0.6665,26.8,257,11.9,48,8.8692,2.3441,51.8,4.7,21.4,14.8,7.4,false,true,19,238
JP225.cash,ok,index,apac_idx,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,0.8,4.3,1.3,23539.19,9209.49,9.21,1.46,2.56,1.25,0.0601,30.3,323,4.4,34,1.4491,0.5449,31.6,1.2,36.5,26.6,4.0,true,true,21,302
MSFT,ok,equity,us_equity,H1,1.5,4.5,3.0,1.0,2.0,0.5,24,1.0,8.8,3.4,27217.68,12296.58,12.3,3.02,2.21,1.26,0.09,33.5,230,5.9,7,1.4203,0.5794,37.4,1.3,28.3,32.2,0.9,false,true,94,136
CAD_JPY,ok,forex,forex,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,4.9,1.4,48769.77,22796.0,22.8,1.72,2.14,1.42,0.0706,28.5,253,8.2,34,0.9938,0.2966,32.0,2.0,37.5,23.3,5.1,false,true,25,228
US100.cash,ok,index,us_idx,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,3.6,0.6,25623.87,14349.87,14.35,1.02,1.79,1.17,0.1172,22.7,331,5.4,34,1.8264,0.3836,37.5,1.8,39.6,20.2,0.9,false,true,29,302
BABA,ok,equity,us_equity,H1,1.5,4.5,3.0,1.0,2.0,0.5,24,1.0,13.3,7.9,32651.37,19259.36,19.26,2.61,1.7,1.24,0.1322,32.5,237,5.1,7,2.6145,1.0624,46.8,4.2,20.7,27.8,0.4,false,true,99,138
NVDA,ok,equity,us_equity,H1,1.5,4.5,3.0,1.0,2.0,0.5,24,0.8,11.0,5.6,16608.5,10131.37,10.13,2.53,1.64,1.22,0.1721,33.3,213,6.4,7,2.997,1.2404,38.5,2.3,24.4,32.4,2.3,false,true,101,112
US30.cash,ok,index,us_idx,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,3.5,0.5,36865.31,23312.0,23.31,1.06,1.58,1.18,0.0294,25.7,331,5.2,34,1.1199,0.3474,50.5,1.8,23.0,21.8,3.0,false,true,26,305
META,ok,equity,us_equity,H1,1.5,4.5,3.0,1.0,2.0,0.5,24,1.0,10.7,5.3,19063.06,13190.85,13.19,3.03,1.45,1.22,0.1681,32.9,258,4.6,7,2.1595,0.8103,27.5,1.9,37.2,29.5,3.9,false,true,103,155
AUS200.cash,ok,index,apac_idx,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,4.6,1.6,18126.42,14028.35,14.03,0.83,1.29,1.18,0.0201,23.6,250,7.8,33,1.2701,0.3659,34.0,2.0,40.8,13.2,10.0,false,true,30,220
GOOG,ok,equity,us_equity,H1,1.5,4.5,3.0,1.0,2.0,0.5,24,1.0,10.4,5.0,12993.5,10464.07,10.46,1.52,1.24,1.13,0.0946,30.7,192,8.0,7,2.4456,0.9483,41.7,2.1,27.1,25.5,3.6,false,true,101,91
GER40.cash,ok,index,eu_idx,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,3.7,0.7,21107.37,35217.37,35.22,0.75,0.6,1.14,0.0508,26.4,276,7.0,33,1.5054,0.4723,48.2,5.4,23.9,15.9,6.5,false,true,29,247
NZD_USD,ok,forex,forex,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,4.9,1.4,3397.46,6087.27,6.09,0.44,0.56,1.09,0.0099,24.6,114,7.7,34,0.989,0.3089,28.1,3.5,43.9,18.4,6.1,true,true,10,104
US2000.cash,ok,index,us_idx,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,7.3,4.3,14397.27,31572.29,31.57,0.48,0.46,1.07,0.0306,27.6,323,5.5,34,1.7016,0.605,49.5,0.3,21.4,22.0,6.8,false,true,22,301
HK50.cash,ok,index,apac_idx,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,5.6,2.6,10427.41,36141.93,36.14,0.41,0.29,1.07,-0.0206,22.9,279,5.9,30,2.2583,0.699,45.2,2.5,31.9,19.0,1.4,false,true,28,251
UKOIL.cash,ok,commodity,oil,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,8.7,2.7,1217.7,13397.46,13.4,0.07,0.09,1.01,0.0201,27.4,314,5.9,34,1.9132,0.694,26.4,1.9,43.6,23.6,4.5,false,true,27,287
US500.cash,ok,index,us_idx,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,4.0,1.0,1615.54,39560.18,39.56,0.04,0.04,1.01,-0.0418,18.0,344,5.1,34,1.3107,0.3391,52.9,0.9,29.1,16.6,0.6,false,true,24,320
XAU_USD,ok,commodity,metals,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,4.9,0.8,1350.99,33799.52,33.8,0.04,0.04,1.01,0.004,25.0,336,5.6,34,1.4823,0.4887,50.9,2.1,21.1,18.8,7.1,false,true,23,313
XAG_AUD,ok,commodity,metals,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,8.3,4.1,293.03,27782.9,27.78,0.02,0.01,1.0,0.0176,21.5,237,6.1,34,2.7673,0.7364,41.4,0.8,37.1,17.7,3.0,false,true,17,220
LTCUSD,ok,crypto,unknown,H4,1.5,6.0,4.0,1.0,3.0,1.0,30,1.0,50.4,27.9,-1928.81,16973.08,16.97,-0.07,-0.11,0.98,0.4061,37.7,239,15.9,49,7.3809,3.8069,37.2,8.8,20.9,15.1,18.0,false,true,19,220
XAG_EUR,ok,commodity,metals,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,8.7,4.6,-5639.84,50933.04,50.93,-0.13,-0.11,0.98,0.0269,14.0,363,4.8,34,3.8982,0.606,57.6,5.0,28.4,7.4,1.7,false,true,27,336
EU50.cash,ok,index,eu_idx,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,6.1,3.1,-1339.44,10390.79,10.39,-0.19,-0.13,0.98,-0.0105,39.8,133,5.6,26,0.8912,0.608,36.8,0.8,18.8,37.6,6.0,false,true,15,118
DASHUSD,ok,crypto,crypto,H4,1.5,6.0,4.0,1.0,3.0,1.0,30,1.0,31.6,9.1,-6714.56,27342.51,27.34,-0.2,-0.25,0.96,-0.0013,28.5,298,11.5,49,9.3392,3.7288,46.3,3.7,22.8,17.8,9.4,false,true,24,274
AAPL,ok,equity,us_equity,H1,1.5,4.5,3.0,1.0,2.0,0.5,24,0.7,9.6,4.2,-2855.84,11091.8,11.09,-0.59,-0.26,0.96,-0.0212,30.0,233,5.8,7,1.6855,0.7542,31.8,4.3,36.9,22.3,4.7,false,true,106,127
USD_CHF,ok,forex,forex,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,4.3,0.8,-10884.65,42504.81,42.5,-0.35,-0.26,0.94,-0.0299,26.8,295,7.1,34,0.6574,0.2812,49.8,4.1,22.7,17.3,6.1,false,true,25,270
XAU_EUR,ok,commodity,metals,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,5.7,1.6,-12047.95,35999.28,36.0,-0.42,-0.33,0.92,-0.056,19.6,275,7.8,34,1.9122,0.5369,46.5,5.5,33.5,11.6,2.9,false,true,21,254
USOIL.cash,ok,commodity,oil,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,9.9,3.9,-3409.74,6578.88,6.58,-0.5,-0.52,0.92,-0.0883,31.4,137,6.9,34,1.8434,0.972,24.8,2.2,40.1,29.9,2.9,true,true,14,123
GBP_JPY,ok,forex,forex,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,4.5,1.0,-20836.55,31732.8,31.73,-0.85,-0.66,0.86,-0.0236,23.9,348,5.0,34,0.6388,0.231,33.0,0.6,42.0,19.8,4.6,false,true,29,319
GBP_CHF,ok,forex,unknown,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,4.8,1.3,-44051.23,65954.24,65.95,-1.16,-0.67,0.85,-0.0334,16.9,356,4.7,34,0.5906,0.1598,50.0,0.8,31.5,15.7,2.0,false,true,32,324
NZD_JPY,ok,forex,forex,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,5.0,1.5,-41769.2,61449.27,61.45,-1.59,-0.68,0.78,-0.0402,26.6,297,6.7,34,0.9073,0.3836,49.8,5.7,20.9,20.5,3.0,false,true,29,268
XAU_AUD,ok,commodity,metals,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,5.1,1.0,-37449.01,53516.99,53.52,-1.66,-0.7,0.75,-0.0991,17.5,292,7.0,34,1.7444,0.4892,44.9,2.4,37.3,13.0,2.4,false,true,20,272
CAD_CHF,ok,index,unknown,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,4.9,1.9,-34237.92,44499.06,44.5,-1.38,-0.77,0.81,-0.0037,30.3,310,5.8,34,0.5129,0.2285,36.8,1.9,26.5,21.3,13.5,false,true,27,283
UK100.cash,ok,index,eu_idx,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,4.3,1.3,-31214.06,39960.18,39.96,-1.91,-0.78,0.75,-0.0451,24.5,265,7.2,33,0.9449,0.3669,40.0,1.1,34.3,20.0,4.5,false,true,26,239
EUR_USD,ok,forex,forex,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,3.8,0.3,-46717.07,58444.99,58.44,-2.02,-0.8,0.74,-0.0359,23.9,285,7.0,34,0.6267,0.2436,46.7,1.4,28.1,16.1,7.7,false,true,21,264
GBP_USD,ok,forex,forex,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,4.0,0.5,-50360.68,62825.32,62.83,-2.11,-0.8,0.77,-0.0423,28.6,343,5.0,34,0.4529,0.2404,48.7,0.6,21.9,26.5,2.3,false,true,19,324
XAG_USD,ok,commodity,metals,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,9.5,5.4,-29549.26,37111.85,37.11,-0.86,-0.8,0.86,-0.1222,16.2,321,6.1,34,3.235,0.7711,54.2,3.1,29.6,8.7,4.4,false,true,26,295
ETHUSD,ok,crypto,unknown,H4,1.5,6.0,4.0,1.0,3.0,1.0,30,1.0,34.9,12.4,-51499.45,61187.88,61.19,-1.56,-0.84,0.76,-0.326,25.3,367,8.4,49,5.1272,2.177,42.8,1.1,30.5,19.3,6.3,false,true,19,348
AUD_CHF,ok,forex,forex,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,5.1,1.6,-73987.32,87094.51,87.09,-2.18,-0.85,0.74,-0.0524,19.7,365,4.6,34,0.7217,0.2426,55.9,2.2,22.7,17.0,2.2,false,true,25,340
USD_JPY,ok,forex,forex,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,4.0,0.5,-36325.12,41646.67,41.65,-1.16,-0.87,0.84,-0.0251,15.7,375,4.3,34,0.837,0.186,41.1,0.8,42.9,12.0,3.2,false,true,25,350
AUD_USD,ok,forex,forex,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,4.1,0.6,-44851.39,47866.91,47.87,-1.62,-0.94,0.77,-0.0301,19.4,309,6.6,34,0.9621,0.2692,49.2,1.9,31.1,14.2,3.6,false,true,22,287
AUD_JPY,ok,forex,forex,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,4.7,1.2,-60281.4,63588.81,63.59,-1.88,-0.95,0.75,-0.0318,12.9,363,4.9,34,1.3379,0.2356,47.1,4.4,39.7,7.4,1.4,false,true,25,338
