symbol,threshold,status,cluster,timeframe,n_trades,total_return,max_dd,dd_pct,sharpe,calmar,profit_factor,win_rate,expectancy_pct,avg_bars_held,n_folds
LVMH,0.5,ok,equity,H1,352,44144.28,8320.58,8.32,5.04,5.31,1.47,36.9,0.2395,6.1,11
LVMH,0.51,ok,equity,H1,344,55357.6,8634.89,8.63,6.12,6.41,1.62,37.8,0.292,6.2,11
LVMH,0.52,ok,equity,H1,340,50424.43,11329.76,11.33,5.75,4.45,1.57,36.2,0.2711,6.0,11
LVMH,0.53,ok,equity,H1,338,51200.36,10563.29,10.56,5.94,4.85,1.58,36.1,0.2693,5.9,11
LVMH,0.54,ok,equity,H1,324,51575.85,10782.59,10.78,6.1,4.78,1.59,35.8,0.303,6.1,11
LVMH,0.55,ok,equity,H1,310,46587.04,8923.67,8.92,5.78,5.22,1.55,35.5,0.2645,6.1,11
LVMH,0.56,ok,equity,H1,298,42183.16,8447.09,8.45,5.5,4.99,1.51,36.2,0.2749,6.1,11
LVMH,0.57,ok,equity,H1,287,24537.66,9097.58,9.1,3.44,2.7,1.29,34.5,0.2124,6.0,11
LVMH,0.58,ok,equity,H1,264,28368.03,8912.03,8.91,4.21,3.18,1.36,36.0,0.2536,6.2,11
LVMH,0.59,ok,equity,H1,236,26481.2,8613.54,8.61,4.41,3.07,1.37,34.7,0.2464,6.0,11
LVMH,0.6,ok,equity,H1,211,14569.59,8343.09,8.34,2.86,1.75,1.22,34.6,0.1744,6.0,11
LVMH,0.61,ok,equity,H1,192,-420.61,9824.56,9.82,-0.1,-0.04,0.99,31.2,0.0787,5.4,11
LVMH,0.62,ok,equity,H1,166,2907.85,7394.61,7.39,0.81,0.39,1.05,31.9,0.1495,5.5,11
LVMH,0.63,ok,equity,H1,143,9440.96,6837.92,6.84,2.87,1.38,1.21,32.2,0.1879,5.7,11
LVMH,0.64,ok,equity,H1,121,10078.99,4543.66,4.54,3.59,2.22,1.28,33.9,0.2298,6.0,11
LVMH,0.65,ok,equity,H1,91,7611.77,5990.37,5.99,3.66,1.27,1.27,33.0,0.2451,5.9,11
LVMH,0.66,ok,equity,H1,77,1255.47,7865.03,7.87,0.77,0.16,1.05,31.2,0.1483,6.0,11
LVMH,0.67,ok,equity,H1,57,2081.63,5873.87,5.87,1.75,0.35,1.12,29.8,0.1533,5.5,11
LVMH,0.68,ok,equity,H1,42,-429.16,5484.32,5.48,-0.51,-0.08,0.97,28.6,0.1599,5.9,11
LVMH,0.69,ok,equity,H1,33,2418.83,3899.27,3.9,3.37,0.62,1.25,33.3,0.3341,6.3,11
LVMH,0.7,ok,equity,H1,17,1549.17,2795.61,2.8,4.28,0.55,1.35,41.2,0.3533,7.2,11
LVMH,0.71,ok,equity,H1,11,629.18,2774.8,2.77,2.36,0.23,1.19,27.3,0.3961,7.3,11
LVMH,0.72,ok,equity,H1,2,-606.03,606.03,0.61,-75.11,-1.0,0.0,0.0,-0.448,2.5,11
