symbol,status,cluster,session,timeframe,sl,tp,rrr,be,trail_act,trail_dist,horizon,risk_pct,cost_bps,spread_bps,total_return,max_dd,dd_pct,sharpe,calmar,profit_factor,expectancy_pct,win_rate,n_trades,avg_bars_held,n_folds,avg_win_pct,avg_loss_pct,pct_sl,pct_tp,pct_be,pct_trail,pct_horizon,ftmo_ok,leak_free,warmup_trades,optimized_trades
AAPL,ok,equity,us_equity,H4,1.5,4.5,3.0,1.0,2.0,0.5,24,1.0,9.6,4.2,43665.86,8597.42,8.6,4.12,5.08,2.09,0.5953,36.5,74,6.1,8,3.906,1.3065,47.3,2.7,16.2,23.0,10.8,true,true,32,42
BCHUSD,ok,crypto,unknown,H4,1.5,6.0,4.0,1.0,3.0,1.0,30,1.0,39.5,17.0,57016.31,15366.55,15.37,1.38,3.71,1.33,0.5752,28.1,253,12.1,48,8.4635,2.5021,51.0,5.1,20.9,15.8,7.1,false,true,19,234
AMZN,ok,equity,us_equity,H4,1.5,4.5,3.0,1.0,2.0,0.5,24,0.8,10.3,4.9,9149.91,4475.88,4.48,2.9,2.04,1.53,0.3926,35.1,74,5.9,8,3.2401,1.1498,25.7,4.1,36.5,33.8,0.0,true,true,37,37
US30.cash,ok,index,us_idx,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,3.5,0.5,43131.2,21302.31,21.3,1.24,2.02,1.21,0.0484,26.6,331,5.2,34,1.1118,0.3368,49.8,3.6,23.0,19.9,3.6,false,true,26,305
JP225.cash,ok,index,apac_idx,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,0.8,4.3,1.3,25194.78,13415.83,13.42,1.44,1.88,1.27,0.065,29.6,318,4.6,34,1.5209,0.546,30.8,1.3,37.4,24.8,5.7,false,true,21,297
META,ok,equity,us_equity,H4,1.5,4.5,3.0,1.0,2.0,0.5,24,1.0,10.7,5.3,9206.22,6100.82,6.1,1.98,1.51,1.4,0.608,30.3,66,7.6,8,5.0794,1.3361,30.3,9.1,39.4,21.2,0.0,true,true,32,34
LVMH,ok,equity,eu_equity,H4,1.5,4.5,3.0,1.0,2.0,0.5,24,0.8,7.8,2.4,23608.56,16604.3,16.6,2.46,1.42,1.32,0.1521,28.2,170,3.5,14,2.7517,0.8707,47.1,2.4,24.1,25.9,0.6,false,true,29,141
BAYGn,ok,equity,eu_equity,H4,1.5,4.5,3.0,1.0,2.0,0.5,24,1.0,20.3,14.9,38992.18,28158.05,28.16,2.3,1.38,1.5,0.4016,25.2,127,6.2,14,5.4036,1.2833,44.9,5.5,27.6,17.3,4.7,false,true,27,100
CAD_JPY,ok,forex,forex,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,4.9,1.4,35910.35,26506.02,26.51,1.37,1.35,1.32,0.0388,27.3,253,8.2,34,0.9431,0.3004,31.2,2.0,39.9,22.1,4.7,false,true,25,228
AUD_CAD,ok,forex,unknown,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,4.8,1.3,13241.25,10175.83,10.18,0.66,1.3,1.12,0.0148,28.3,290,7.0,34,0.5646,0.2019,27.9,7.9,42.8,18.6,2.8,false,true,24,266
US100.cash,ok,index,us_idx,H4,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,3.6,0.6,18250.77,14289.62,14.29,0.72,1.28,1.12,0.0835,22.8,329,5.5,34,1.7318,0.4032,38.6,1.5,38.3,20.4,1.2,false,true,29,300
RACE,ok,equity,eu_equity,H4,1.5,4.5,3.0,1.0,2.0,0.5,24,0.9,26.4,21.0,9360.77,7712.67,7.71,1.81,1.21,1.3,0.3053,35.8,67,6.8,8,3.9408,1.7238,34.3,6.0,23.9,26.9,9.0,true,true,30,37
