symbol,threshold,status,cluster,timeframe,n_trades,total_return,max_dd,dd_pct,sharpe,calmar,profit_factor,win_rate,expectancy_pct,avg_bars_held,n_folds
JP225.cash,0.5,ok,index,H4,216,4881.04,7934.41,7.93,0.59,0.62,1.12,35.6,0.0903,10.6,35
JP225.cash,0.51,ok,index,H4,217,7902.5,5944.68,5.94,0.96,1.33,1.2,35.9,0.1299,10.4,35
JP225.cash,0.52,ok,index,H4,216,8104.44,6915.61,6.92,1.01,1.17,1.21,36.1,0.1378,10.3,35
JP225.cash,0.53,ok,index,H4,216,6241.92,6939.18,6.94,0.77,0.9,1.15,35.6,0.1016,10.2,35
JP225.cash,0.54,ok,index,H4,215,5173.94,6939.76,6.94,0.64,0.75,1.13,34.9,0.066,10.3,35
JP225.cash,0.55,ok,index,H4,216,-295.92,8725.86,8.73,-0.04,-0.03,0.99,33.3,-0.0134,10.1,35
JP225.cash,0.56,ok,index,H4,211,3509.08,7394.14,7.39,0.45,0.47,1.09,34.6,0.0395,10.1,35
JP225.cash,0.57,ok,index,H4,209,2989.7,6793.54,6.79,0.39,0.44,1.07,35.4,0.0205,10.1,35
JP225.cash,0.58,ok,index,H4,203,5695.13,6041.14,6.04,0.75,0.94,1.15,36.5,0.0622,10.3,35
JP225.cash,0.59,ok,index,H4,201,6272.44,5148.23,5.15,0.84,1.22,1.17,36.8,0.082,10.6,35
JP225.cash,0.6,ok,index,H4,199,6153.8,6829.64,6.83,0.83,0.9,1.17,36.2,0.0619,10.6,35
JP225.cash,0.61,ok,index,H4,197,6956.66,5066.44,5.07,0.97,1.37,1.21,36.0,0.0661,10.5,35
JP225.cash,0.62,ok,index,H4,188,11196.29,4966.28,4.97,1.61,2.25,1.37,37.2,0.1355,10.6,35
JP225.cash,0.63,ok,index,H4,184,14571.49,4896.6,4.9,2.14,2.98,1.54,38.0,0.1881,10.8,35
JP225.cash,0.64,ok,index,H4,180,11247.95,5496.94,5.5,1.72,2.05,1.42,35.6,0.1361,10.7,35
JP225.cash,0.65,ok,index,H4,176,8582.52,5515.43,5.52,1.36,1.56,1.31,35.2,0.1125,10.6,35
JP225.cash,0.66,ok,index,H4,168,6323.32,5089.79,5.09,1.05,1.24,1.24,33.3,0.0955,10.5,35
JP225.cash,0.67,ok,index,H4,164,3324.03,5019.15,5.02,0.6,0.66,1.12,32.9,0.0447,10.5,35
JP225.cash,0.68,ok,index,H4,160,4390.79,4776.35,4.78,0.79,0.92,1.17,35.6,0.0745,10.5,35
JP225.cash,0.69,ok,index,H4,146,5273.97,4314.3,4.31,1.04,1.22,1.23,33.6,0.0746,10.6,35
JP225.cash,0.7,ok,index,H4,138,-1279.78,6893.88,6.89,-0.29,-0.19,0.95,31.2,-0.0739,10.6,35
JP225.cash,0.71,ok,index,H4,130,-6015.45,10414.72,10.41,-1.52,-0.58,0.76,28.5,-0.2328,10.3,35
JP225.cash,0.72,ok,index,H4,117,-5550.73,9583.36,9.58,-1.6,-0.58,0.75,28.2,-0.1896,10.4,35
JP225.cash,0.73,ok,index,H4,113,-9489.45,11258.3,11.26,-3.2,-0.84,0.56,24.8,-0.3049,10.2,35
JP225.cash,0.74,ok,index,H4,105,-9003.21,10886.98,10.89,-3.31,-0.83,0.56,24.8,-0.3214,10.1,35
JP225.cash,0.75,ok,index,H4,95,-9370.27,10004.48,10.0,-3.95,-0.94,0.49,21.1,-0.3739,9.7,35
TSLA,0.5,ok,equity,H4,85,13551.34,5217.13,5.22,4.24,2.6,2.01,21.2,1.1403,5.1,8
TSLA,0.51,ok,equity,H4,85,13533.56,5217.13,5.22,4.25,2.59,2.01,21.2,1.1403,5.1,8
TSLA,0.52,ok,equity,H4,85,13513.81,5226.13,5.23,4.23,2.59,2.0,21.2,1.1377,5.1,8
TSLA,0.53,ok,equity,H4,85,13232.99,5432.66,5.43,4.18,2.44,1.97,21.2,1.1392,5.0,8
TSLA,0.54,ok,equity,H4,84,13240.45,5432.66,5.43,4.15,2.44,1.97,21.4,1.154,5.2,8
TSLA,0.55,ok,equity,H4,84,13507.86,5432.66,5.43,4.21,2.49,1.99,21.4,1.1494,5.2,8
TSLA,0.56,ok,equity,H4,83,7662.47,5488.28,5.49,2.73,1.4,1.56,18.1,0.6629,5.1,8
TSLA,0.57,ok,equity,H4,82,7540.84,5488.28,5.49,2.69,1.37,1.55,18.3,0.6704,5.2,8
TSLA,0.58,ok,equity,H4,81,11527.86,5387.8,5.39,3.72,2.14,1.88,19.8,1.0123,5.2,8
TSLA,0.59,ok,equity,H4,81,11527.86,5387.8,5.39,3.72,2.14,1.88,19.8,1.0123,5.2,8
TSLA,0.6,ok,equity,H4,80,13076.49,5366.5,5.37,4.15,2.44,2.0,21.2,1.2832,5.3,8
TSLA,0.61,ok,equity,H4,80,12916.29,5366.5,5.37,4.11,2.41,1.99,21.2,1.2832,5.3,8
TSLA,0.62,ok,equity,H4,81,13723.51,5366.5,5.37,4.66,2.56,2.05,23.5,1.3425,5.1,8
TSLA,0.63,ok,equity,H4,80,9590.69,6000.54,6.0,3.36,1.6,1.7,20.0,1.0126,5.2,8
TSLA,0.64,ok,equity,H4,79,7254.4,8336.83,8.34,2.62,0.87,1.51,19.0,0.8176,5.1,8
TSLA,0.65,ok,equity,H4,78,7196.38,8484.9,8.48,2.61,0.85,1.5,19.2,0.783,5.2,8
