symbol,status,gpu,timeframe,best_ev,trials,rows,device_used,cluster,calmar_score,fee_bps,spread_bps,slippage_bps,best_num_boost_round,best_max_depth,best_gamma,best_subsample,best_colsample_bytree,best_reg_alpha,best_reg_lambda,best_min_child_weight,best_eta,best_colsample_bylevel
XAU_EUR,ok,0,H4,0.0007531106211117971,80,1635,cuda,commodity,0.0007531106211117971,0.13999999999999999,1.5961437167796138,2.0,1446,4,3.6808608148776107,0.72926216630837,0.4014121162875837,0.0007744762285330786,0.0002142973316927139,24.720106712713147,0.1734451662584154,0.7207805082202461
XAU_USD,ok,0,H4,0.0010457139717154416,80,1618,cuda,commodity,0.0010457139717154416,0.13999999999999999,0.7966611047918627,2.0,1446,4,3.6808608148776107,0.72926216630837,0.4014121162875837,0.0007744762285330786,0.0002142973316927139,24.720106712713147,0.1734451662584154,0.7207805082202461
XCU_USD,ok,0,H4,0.0011215860611685725,80,818,cuda,commodity,0.0011215860611685725,0.13999999999999999,8.34999670394857,2.0,1446,4,3.6808608148776107,0.72926216630837,0.4014121162875837,0.0007744762285330786,0.0002142973316927139,24.720106712713147,0.1734451662584154,0.7207805082202461
XLMUSD,ok,0,H4,0.0024230516164063616,80,818,cuda,crypto,0.0024230516164063616,6.5,3.100294527979816,8.0,1431,5,7.114476009343421,0.72926216630837,0.39361118426546193,0.0060252157362038605,0.0019517224641449498,39.163871636794745,0.1734451662584154,0.7207805082202461
XMRUSD,killed_negative_ev,0,H4,-0.008492406087864248,40,2056,cuda,crypto,-0.008492406087864248,6.5,97.69961808331063,8.0,,,,,,,,,,
XPD_USD,killed_negative_ev,0,H4,-0.0029176573420938495,40,1605,cuda,commodity,-0.0029176573420938495,0.13999999999999999,46.62875319292502,2.0,,,,,,,,,,
XPT_USD,killed_negative_ev,0,H4,-0.0013330535387286394,40,1606,cuda,commodity,-0.0013330535387286394,0.13999999999999999,25.863201643074046,2.0,,,,,,,,,,
XRPUSD,killed_negative_ev,0,H4,-0.0025513708570395286,40,2010,cuda,crypto,-0.0025513708570395286,6.5,40.947645510383644,8.0,,,,,,,,,,
XTZUSD,killed_negative_ev,0,H4,-0.0030773402303724473,40,828,cuda,crypto,-0.0030773402303724473,6.5,48.979591836734734,8.0,,,,,,,,,,
ZM,insufficient_rows,,,,,511,,equity,,,,,,,,,,,,,,
