symbol,timeframe,year,thread,train_years,n_obs,n_trades,win_rate,sharpe,sortino,max_drawdown_pct,profit_factor,device,spread_bps,slippage_bps,total_cost_bps
XPT_USD,M5,2026,1,2024-2025,9686,561,0.45989304812834225,-5.045224367116117,-11.503897517100102,-0.849818028118104,0.4949120600272514,cuda,27.277707216216875,3.0,33.277707216216875
