symbol,timeframe,status,cluster,n_signals,n_folds,rows,trials,best_ev,best_atr_sl_mult,best_atr_tp_mult,best_breakeven_atr,best_trail_activation_atr,best_trail_distance_atr,best_horizon,cost_bps,fee_bps,spread_bps,slippage_bps
SOLUSD,H1,ok,crypto,3423,18,6474,10,0.000014522209042485991,1.7502790410126547,5.038603981386293,1.3401499210280452,1.9882285122821464,1.0842892970704363,21,24.2,6.5,1.7426156661144916,8.0
