symbol,timeframe,status,cluster,n_signals,n_folds,rows,trials,best_ev,best_atr_sl_mult,best_atr_tp_mult,best_breakeven_atr,best_trail_activation_atr,best_trail_distance_atr,best_horizon,cost_bps,fee_bps,spread_bps,slippage_bps,best_risk_pct
GBP_JPY,H1,ok,forex,6313,37,12201,200,0.3851249241429273,2.360760286423427,7.8249473442228945,1.4231606577851668,2.2147094349231335,0.8561326308461779,15,4.5,0.5,0.9527086034880081,1.5,0.02584640926197705
GBP_JPY,H4,ok,forex,1612,34,3014,200,2996.496205200224,0.5265538633962099,7.093285141471014,0.5998255954933399,3.569854615201076,0.9216967986264396,20,4.5,0.5,0.9527086034880081,1.5,0.02777274433094719
GBP_JPY,M15,ok,forex,25222,36,48937,200,-0.006792440569239973,1.831868693626155,6.977111456748995,1.482589324285584,3.5316172293316974,0.6257558789819501,35,4.5,0.5,0.9527086034880081,1.5,0.006416339462281451
GBP_JPY,M30,ok,forex,12570,26,24447,200,0.181961728195234,2.3274482404083296,7.331147406192658,1.1843718749646355,3.6666107308448184,0.38651813173774363,35,4.5,0.5,0.9527086034880081,1.5,0.010649340313084935
GBP_USD,H1,ok,forex,6231,37,12201,200,0.01826183958584366,1.920788879181487,6.489935198686366,0.9161297532996582,1.2260137835228673,1.7938461760928515,21,4.0,0.5,0.5334044539273007,1.5,0.01659494494794235
GBP_USD,H4,ok,forex,1663,34,3014,200,0.28627938347816195,0.7789877213040837,3.752867891211309,0.73963421195243,2.3682099526511076,1.6347991343681232,12,4.0,0.5,0.5334044539273007,1.5,0.017855860960340288
GBP_USD,M15,ok,forex,25020,36,48939,200,-0.12739452129394646,1.987498216535113,7.858875210796467,1.2703653706429237,3.72855846932067,0.4769825530503473,33,4.0,0.5,0.5334044539273007,1.5,0.005006776029657761
GBP_USD,M30,ok,forex,12489,26,24449,200,-0.08233918812390136,1.4735949969198763,6.357649100447832,1.4970786095346376,3.9812057113676853,0.31568703737556675,19,4.0,0.5,0.5334044539273007,1.5,0.005714090431073919
GER40.cash,H1,ok,index,6019,34,11286,200,0.7793864321456462,1.1941939455563493,4.693961845435194,0.8110745397567485,2.6096966355755735,1.96607378521513,19,3.7,0.0,0.6510143715328602,1.5,0.010943526984344414
GER40.cash,H4,ok,index,1594,33,2942,200,30.580095783006648,0.9172211656861468,7.578643649540419,1.2405952007415046,3.999004661018044,1.746364823389085,35,3.7,0.0,0.6510143715328602,1.5,0.02961619600504931
GER40.cash,M15,ok,index,23118,33,45277,200,-0.08293075944979596,1.5273267141244171,6.236801911734378,1.4634445329454389,3.7968710257353613,0.3261251534577773,18,3.7,0.0,0.6510143715328602,1.5,0.0053786059275689226
