symbol,year,thread,train_years,n_obs,n_trades,win_rate,sharpe,sortino,max_drawdown_pct,profit_factor,device
NFLX,2026,1,2024-2025,4255,248,0.3870967741935484,-3.9292281668091498,-6.493395005914131,-0.2158442317927568,0.5176718011681866,cuda
