symbol,timeframe,status,cluster,data_source,n_signals,n_folds,rows,trials,best_ev,best_atr_sl_mult,best_atr_tp_mult,best_breakeven_atr,best_trail_activation_atr,best_trail_distance_atr,best_horizon,cost_bps,fee_bps,spread_bps,slippage_bps
EU50.cash,M30,ok,index,bars,25984,57,49099,400,-0.0001480810746215337,1.9909524644193546,6.803802392093992,1.0666664136623862,1.123957306531041,0.30174068263595827,25,6.0,0.0,2.0,2.0
GER40.cash,H1,ok,index,bars,14707,89,27818,400,-0.0005152709488097304,0.5023184494559659,7.804586549379984,0.3911235419264146,2.9746345702845933,0.42744937878412864,27,11.0,3.0,2.0,3.0
GER40.cash,H4,ok,index,bars,4151,93,7735,400,0.00009135080888151615,2.0475352072212103,7.7335239938067915,1.02028637528022,1.0654316165301374,0.4995651597260336,17,11.0,3.0,2.0,3.0
GER40.cash,M1,ok,index,bars,52227,36,100067,400,-0.0010276879215885932,2.4624747564788905,7.3686480953688,1.4636531087320375,1.4856842710395377,0.3093314579579571,27,11.0,3.0,2.0,3.0
GER40.cash,M15,ok,index,bars,49163,75,95883,400,-0.0008166600106789012,0.5254121600725413,4.274345719061181,0.49306023237071106,1.0023753528168158,0.30020503102308294,28,11.0,3.0,2.0,3.0
GER40.cash,M30,ok,index,bars,26292,59,50514,400,-0.0007346984063767717,0.501226319180841,6.547143822453113,0.8792784221183078,1.000914053836305,0.33467188915369267,18,11.0,3.0,2.0,3.0
GOOG,H1,ok,equity,bars,6356,35,11741,400,0.0006021369896798192,1.4277185874123952,7.6946979461326555,1.1084767946973573,3.026229458673388,1.5349635194639135,26,12.0,3.0,3.0,3.0
GOOG,H4,ok,equity,bars,1940,40,3453,400,0.003215118687012605,2.0878559169104416,4.531303647295045,0.3069020981783531,1.8211401478678282,0.49873112398661795,12,12.0,3.0,3.0,3.0
GOOG,M1,ok,equity,bars,52932,36,100179,400,-0.0010631244426442766,0.5049257379892355,7.783803868672294,0.889502950096718,2.064982607917627,0.3000450566240917,34,12.0,3.0,3.0,3.0
GOOG,M15,ok,equity,bars,16662,23,32889,400,0.000017505842815344018,2.3440108500774173,7.678040160552516,1.0655809716430213,1.3893173960887828,0.3016960259797593,25,12.0,3.0,3.0,3.0
GOOG,M30,ok,equity,bars,9932,19,18417,400,0.00022597480043214338,2.200183705716303,7.359231810760439,0.7156760381790603,1.7997734491733393,0.300055980370065,18,12.0,3.0,3.0,3.0
GRTUSD,H1,ok,crypto,bars,23295,145,44759,400,0.00013361956556089553,2.7579162180420025,9.82593000933438,1.8317425560327398,4.819987793040941,1.7546535025511871,48,24.0,3.0,15.0,3.0
GRTUSD,H4,ok,crypto,bars,5903,138,11365,400,0.0007657616127483561,1.7111614480934256,5.2561671401172605,0.38141580825266486,4.9981666522521095,0.5028338041556957,47,24.0,3.0,15.0,3.0
GRTUSD,M1,ok,crypto,bars,52476,36,100075,400,-0.0020691339144321506,1.1963199009075594,9.650275563253555,1.7709245914393095,2.3337524748066603,2.300735692840053,48,24.0,3.0,15.0,3.0
GRTUSD,M15,ok,crypto,bars,51642,80,100997,400,-0.0016540256949525664,1.373380058959173,9.980966589193292,1.912219853596607,4.936446046720069,0.5046667893974197,38,24.0,3.0,15.0,3.0
GRTUSD,M30,ok,crypto,bars,39727,92,77025,400,-0.0011750638945494537,1.4252079689654396,6.895844823628595,1.139875749439674,4.175985377431933,2.040201070558227,47,24.0,3.0,15.0,3.0
JP225.cash,H1,ok,index,bars,6691,96,29801,400,-0.000673045311758321,0.5004145117467916,7.171314411173635,0.4290604348765503,1.9571477303589904,0.32992718251677916,28,11.0,3.0,2.0,3.0
JP225.cash,H4,ok,index,bars,1752,96,7957,400,0.00008125910342446428,0.5036634748752815,6.207776168028537,1.2010241694568877,3.3833207124054785,1.3215971469623315,35,11.0,3.0,2.0,3.0
JP225.cash,M1,ok,index,bars,16051,36,100235,400,-0.0010305097034393352,1.3499586635363368,6.09203637695802,1.4967303622819559,1.675494143737928,0.3001660950712884,29,11.0,3.0,2.0,3.0
JP225.cash,M15,ok,index,bars,18621,80,100906,400,-0.0007845432549918455,0.5008317470817503,6.720017180949975,1.4858667768155849,3.129732010977613,0.3000717191939268,24,11.0,3.0,2.0,3.0
JP225.cash,M30,ok,index,bars,10728,64,54672,400,-0.0007061596589421048,1.8077197147769875,7.12071863524902,1.4778477738003757,1.8627703076879973,0.3041802404129439,18,11.0,3.0,2.0,3.0
LVMH,H1,ok,equity,bars,7741,43,14196,400,0.0004561164182794477,1.0610315692623666,4.142816322520714,0.8774421834058689,1.015981433787283,0.3053723068359594,35,12.0,3.0,3.0,3.0
LVMH,H4,ok,equity,bars,2641,57,4838,400,0.00035965469205245966,1.4996994512014763,5.132153585136929,0.49603592987834133,1.846720538177251,0.3801768823508871,32,12.0,3.0,3.0,3.0
LVMH,M1,ok,equity,bars,52980,36,100070,400,-0.0010103709085134856,0.502413230535079,7.782867124174922,1.3147930334670537,1.4142722312457787,1.3258921878079384,29,12.0,3.0,3.0,3.0
LVMH,M15,ok,equity,bars,22023,30,41896,400,0.000014207526438543372,2.394588868362331,7.775719877463213,1.4996531910030169,3.1835859832289453,0.3642984421653639,32,12.0,3.0,3.0,3.0
LVMH,M30,ok,equity,bars,12432,25,23061,400,0.00001678291380097761,1.7317253522615617,7.62403527275588,0.46958522894315174,3.9433191226214834,0.7158219533005269,24,12.0,3.0,3.0,3.0
NVDA,H1,ok,equity,bars,5062,26,9051,400,0.004570026512392592,0.8653575544312149,7.873358997356239,1.3096198587486507,3.9537310105211043,0.33536803595282016,30,12.0,3.0,3.0,3.0
NVDA,H4,ok,equity,bars,1621,31,2754,400,0.007788356125223392,0.5005533944566396,7.642929037944746,0.5874666442625943,2.032837733562133,0.5996091416093118,29,12.0,3.0,3.0,3.0
NVDA,M1,ok,equity,bars,52912,36,100179,400,-0.0009660612318786233,2.291473386672493,6.223061775328757,1.1423244860960362,1.1795190869235992,0.30093747764159273,34,12.0,3.0,3.0,3.0
NVDA,M15,ok,equity,bars,15654,21,30592,400,0.00006366010898204925,1.5699586225724216,7.8087030967851785,0.3468481202677955,1.0022391863878228,0.3289299896198944,10,12.0,3.0,3.0,3.0
NVDA,M30,ok,equity,bars,8718,16,15851,400,0.0019948246984006794,0.5001660003427526,7.599448976066857,0.7386024552544213,2.698763736088884,1.7312826017751222,36,12.0,3.0,3.0,3.0
PFE,H1,ok,equity,bars,6390,35,11741,400,0.00026516330492962203,0.5352715060604601,5.722285981152535,1.007597268998318,2.0551112930264894,0.3407880417114085,32,12.0,3.0,3.0,3.0
PFE,H4,ok,equity,bars,1906,40,3453,400,0.00060648370209756,1.7618185506026802,7.147749470491036,1.4009813477501323,3.532728576642835,1.7933689224833225,35,12.0,3.0,3.0,3.0
PFE,M1,ok,equity,bars,22002,36,100176,400,-0.0009755206653332287,2.3478999159122815,5.588876086274045,1.034117431229481,1.052450789117542,0.30088052969952955,27,12.0,3.0,3.0,3.0
PFE,M15,ok,equity,bars,17079,23,33024,400,0.00003387086742228324,2.445765224408963,7.794573199920016,1.4689537379158113,3.028401203862717,0.32136032045180574,33,12.0,3.0,3.0,3.0
PFE,M30,ok,equity,bars,10016,19,18461,400,0.000059829354233245404,1.7538397806839003,6.94349792818782,0.7052446499997911,2.1075400229055847,0.3313796226216862,18,12.0,3.0,3.0,3.0
RACE,H1,ok,equity,bars,5398,29,9883,400,0.0003021540002360723,0.5543873252630201,7.420162744835541,1.3654312088874783,3.3914012210950935,0.5755253176593249,23,12.0,3.0,3.0,3.0
RACE,H4,ok,equity,bars,1687,33,2912,400,0.0035031584825972405,1.5570584124851,7.64890802968446,0.3278728266212076,3.774465361700439,1.2111001635867527,26,12.0,3.0,3.0,3.0
RACE,M1,ok,equity,bars,48565,36,100177,400,-0.0007976755090032304,1.5439483161221104,6.392524507891228,1.055007688539966,1.0631352620881105,0.30049183046729183,13,12.0,3.0,3.0,3.0
RACE,M15,ok,equity,bars,15771,21,31145,400,8.560290063565622e-7,2.4994099502462106,7.915333648557696,0.6284245877965691,1.1123349076034654,0.3009306994463121,35,12.0,3.0,3.0,3.0
RACE,M30,ok,equity,bars,8943,16,16595,400,0.00019851268757673462,2.3057001165744078,7.397526149825954,1.2058620931094068,2.7776005676622577,1.2231303946393188,17,12.0,3.0,3.0,3.0
SOLUSD,H1,ok,crypto,bars,3755,19,6947,400,0.00006366895971786269,1.9486067938800409,4.918106308040667,1.9307791431589438,2.212909870071808,1.2435267606325875,18,24.0,3.0,15.0,3.0
SOLUSD,H4,ok,crypto,bars,1099,20,1907,400,0.001839911996248375,0.8400802969457343,8.343116750191971,1.5798264712248142,1.901640092969865,2.456231265055713,33,24.0,3.0,15.0,3.0
SOLUSD,M1,ok,crypto,bars,51093,36,100069,400,-0.0021133476262788315,0.9277839467700388,9.063233020424546,1.321895519963455,3.9782540222861593,0.5411689885916049,47,24.0,3.0,15.0,3.0
SOLUSD,M15,ok,crypto,bars,14174,18,27199,400,-0.0013856378468528625,2.596893258205299,8.124314165704943,0.8216749362697965,3.0043346911721818,1.4177411771313435,44,24.0,3.0,15.0,3.0
SOLUSD,M30,ok,crypto,bars,7268,13,13697,400,-0.0009123737814211894,0.8521003931510303,5.6778270228754435,1.0316377084759634,4.6134017297918835,2.090006134756193,39,24.0,3.0,15.0,3.0
TSLA,H1,ok,equity,bars,6321,35,11735,400,0.0015036355915742565,0.5470037486293741,6.739794131187997,0.8933337436633977,3.089047256139065,0.6515425603717483,26,12.0,3.0,3.0,3.0
TSLA,H4,ok,equity,bars,1938,40,3452,400,0.001209424709506231,0.6161672243363989,7.197056874649611,1.0213380140918504,3.1242177333881367,0.33499364030286416,36,12.0,3.0,3.0,3.0
TSLA,M1,ok,equity,bars,44345,36,100179,400,-0.000942648096313435,0.5014285136006994,7.555796906786652,0.5697011017086456,3.8666357909953533,0.3779219513396775,25,12.0,3.0,3.0,3.0
TSLA,M15,ok,equity,bars,16989,23,32874,400,0.0007784912086499495,0.6688526674080125,7.327724882430808,1.278483066888583,2.193658413738264,0.3438573241373942,18,12.0,3.0,3.0,3.0
TSLA,M30,ok,equity,bars,9980,19,18408,400,0.002988037840645262,0.6161672243363989,7.197056874649611,1.0213380140918504,3.1242177333881367,0.33499364030286416,36,12.0,3.0,3.0,3.0
UKOIL.cash,H1,ok,commodity,bars,14716,88,27577,400,0.000012972009861110567,0.5035194149441484,6.781432653599247,0.47347356406017144,1.0621019036252741,0.30010744028874714,18,13.0,3.0,4.0,3.0
UKOIL.cash,H4,ok,commodity,bars,4393,95,7922,400,0.0001669232500658552,0.6362955360686507,7.0337841987073295,1.2871577818594502,3.740241802532969,0.4415565154097322,36,13.0,3.0,4.0,3.0
UKOIL.cash,M1,ok,commodity,bars,51632,36,100067,400,-0.0011685947185476552,0.5005480546968635,7.792527900274874,1.4752176445989729,3.3972029767568626,0.33758517753473594,35,13.0,3.0,4.0,3.0
