symbol,year,thread,train_years,n_obs,n_trades,win_rate,sharpe,sortino,max_drawdown_pct,profit_factor,device
USD_HKD,2026,1,2024-2025,3242,0,0.0,0.0,0.0,0.0,0.0,cuda
