symbol,threshold,status,cluster,timeframe,n_trades,total_return,max_dd,dd_pct,sharpe,calmar,profit_factor,win_rate,expectancy_pct,avg_bars_held,n_folds
V,0.64,ok,equity,H4,8,-4304.43,4304.43,4.3,-39.96,-1.0,0.0,0.0,-0.4168,2.2,8
XAG_AUD,0.5,ok,commodity,H4,346,5771.3,9469.22,9.47,0.66,0.61,1.12,14.5,0.0227,5.0,34
XAG_AUD,0.51,ok,commodity,H4,331,10282.35,8297.17,8.3,1.15,1.24,1.23,15.1,0.0789,5.3,34
XAG_AUD,0.52,ok,commodity,H4,321,4851.63,5906.05,5.91,0.61,0.82,1.11,14.3,0.019,5.3,34
XAG_AUD,0.53,ok,commodity,H4,309,4081.26,7520.24,7.52,0.53,0.54,1.1,13.9,0.0137,5.3,34
XAG_AUD,0.54,ok,commodity,H4,293,302.87,10781.1,10.78,0.04,0.03,1.01,13.7,-0.0252,5.4,34
XAG_AUD,0.55,ok,commodity,H4,264,-3861.5,10468.06,10.47,-0.63,-0.37,0.9,12.5,-0.0548,5.0,34
XAG_AUD,0.56,ok,commodity,H4,235,-4722.91,11175.98,11.18,-0.81,-0.42,0.87,11.9,-0.0768,5.1,34
XAG_AUD,0.57,ok,commodity,H4,203,-5484.77,12822.21,12.82,-1.14,-0.43,0.83,10.3,-0.1116,4.8,34
XAG_AUD,0.58,ok,commodity,H4,172,-5331.97,11883.85,11.88,-1.41,-0.45,0.8,11.0,-0.1332,4.6,34
XAG_AUD,0.59,ok,commodity,H4,148,-5080.22,12426.37,12.43,-1.52,-0.41,0.78,10.8,-0.1476,4.6,34
XAG_AUD,0.6,ok,commodity,H4,119,-2045.11,10252.08,10.25,-0.7,-0.2,0.89,10.9,-0.1159,4.6,34
XAG_AUD,0.61,ok,commodity,H4,80,-7777.24,9992.14,9.99,-5.28,-0.78,0.47,6.2,-0.3538,3.8,34
XAG_AUD,0.62,ok,commodity,H4,47,-3969.4,6284.19,6.28,-4.34,-0.63,0.51,4.3,-0.407,3.6,34
XAG_AUD,0.63,ok,commodity,H4,29,-1482.69,3917.52,3.92,-2.35,-0.38,0.7,6.9,-0.2839,3.9,34
XAG_AUD,0.64,ok,commodity,H4,16,-2974.08,2974.08,2.97,-32.76,-1.0,0.0,0.0,-0.6337,2.5,34
XAG_AUD,0.65,ok,commodity,H4,8,-1091.69,1091.69,1.09,-31.21,-1.0,0.0,0.0,-0.4165,2.1,34
