symbol,status,cluster,session,timeframe,sl,tp,rrr,be,trail_act,trail_dist,horizon,risk_pct,cost_bps,spread_bps,total_return,max_dd,dd_pct,sharpe,calmar,profit_factor,expectancy_pct,win_rate,n_trades,avg_bars_held,n_folds,avg_win_pct,avg_loss_pct,pct_sl,pct_tp,pct_be,pct_trail,pct_horizon,ftmo_ok,leak_free,warmup_trades,optimized_trades
LVMH,ok,equity,eu_equity,M30,1.5,4.5,3.0,1.0,2.0,0.5,24,0.8,7.8,2.4,62922.43,8461.34,8.46,6.2,7.44,1.42,0.1339,37.3,453,7.4,6,1.3781,0.6065,34.2,4.2,27.2,30.2,4.2,true,true,254,199
NVDA,ok,equity,us_equity,M30,1.5,4.5,3.0,1.0,2.0,0.5,24,0.8,11.0,5.6,44340.84,10687.33,10.69,6.73,4.15,1.41,0.2345,43.3,314,6.4,4,1.8628,1.0095,33.4,4.5,18.8,40.1,3.2,false,true,245,69
TSLA,ok,equity,us_equity,M30,1.5,4.5,3.0,1.0,2.0,0.5,24,0.3,10.9,5.5,11990.07,3284.69,3.28,5.18,3.65,1.28,0.222,34.5,330,6.1,4,2.6938,1.0826,36.1,2.1,29.4,31.2,1.2,true,true,250,80
GOOG,ok,equity,us_equity,M30,1.5,4.5,3.0,1.0,2.0,0.5,24,1.0,10.4,5.0,33724.27,15462.59,15.46,3.84,2.18,1.21,0.1171,38.4,333,6.4,4,1.4628,0.7231,38.4,4.8,22.5,33.6,0.6,false,true,255,78
BABA,ok,equity,us_equity,M30,1.5,4.5,3.0,1.0,2.0,0.5,24,1.0,13.3,7.9,35312.99,16567.57,16.57,3.98,2.13,1.23,0.2186,36.0,300,7.1,4,2.1022,0.8409,39.0,6.3,24.0,27.3,3.3,false,true,242,58
META,ok,equity,us_equity,M30,1.5,4.5,3.0,1.0,2.0,0.5,24,1.0,10.7,5.3,19239.61,21550.12,21.55,1.81,0.89,1.12,0.0355,31.9,323,6.7,4,1.6034,0.6986,38.1,4.3,28.8,25.1,3.7,false,true,259,64
AMZN,ok,equity,us_equity,M30,1.5,4.5,3.0,1.0,2.0,0.5,24,0.8,10.3,4.9,2280.2,18822.44,18.82,0.31,0.12,1.02,0.0155,35.0,306,6.9,4,1.5189,0.7928,44.1,3.9,19.9,30.1,2.0,false,true,245,61
HK50.cash,ok,index,apac_idx,M30,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,5.6,2.6,6563.59,144297.54,144.3,0.06,0.05,1.0,0.0026,25.4,1990,4.6,19,0.6552,0.2193,54.4,1.3,20.0,23.1,1.3,false,true,242,1748
BAYGn,ok,equity,eu_equity,M30,1.5,4.5,3.0,1.0,2.0,0.5,24,1.0,20.3,14.9,-12283.76,68505.18,68.51,-0.8,-0.18,0.96,-0.0145,33.1,489,6.7,6,1.5423,0.7857,42.7,2.2,23.9,28.2,2.9,false,true,264,225
JP225.cash,ok,index,apac_idx,M30,1.5,6.0,4.0,0.8,2.5,1.0,30,0.8,4.3,1.3,-18048.99,69060.53,69.06,-0.24,-0.26,0.98,-0.0094,22.1,1926,6.7,25,0.7251,0.2174,49.1,1.3,28.2,18.0,3.3,false,true,233,1693
MSFT,ok,equity,us_equity,M30,1.5,4.5,3.0,1.0,2.0,0.5,24,1.0,8.8,3.4,-10617.41,33266.64,33.27,-1.08,-0.32,0.94,-0.0391,31.3,326,6.4,4,1.0614,0.5402,42.9,3.1,25.2,27.3,1.5,false,true,254,72
GRTUSD,ok,crypto,crypto,M30,1.5,6.0,4.0,1.0,3.0,1.0,30,1.0,27.3,4.8,-79278.94,155786.28,155.79,-1.56,-0.51,0.81,-0.2337,23.3,691,11.1,12,2.9999,1.2161,36.9,1.7,35.6,14.3,11.4,false,true,247,444
IMXUSD,ok,crypto,crypto,M30,1.5,6.0,4.0,1.0,3.0,1.0,30,1.0,29.4,6.9,-71889.77,122457.8,122.46,-2.69,-0.59,0.82,-0.158,25.4,708,10.8,12,3.7069,1.4755,38.4,3.1,33.9,13.0,11.6,false,true,244,464
XAG_AUD,ok,commodity,metals,M30,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,8.3,4.1,-141311.77,235280.42,235.28,-3.7,-0.6,0.86,-0.0282,27.4,1328,3.5,25,0.6822,0.2964,48.9,0.2,23.2,25.9,1.7,false,true,136,1192
DBKGn,ok,equity,eu_equity,M30,1.5,4.5,3.0,1.0,2.0,0.5,24,1.0,15.9,10.5,-25054.5,41201.28,41.2,-1.95,-0.61,0.9,-0.0516,33.5,462,7.2,6,1.2574,0.7125,37.0,3.0,27.5,29.0,3.5,false,true,273,189
MANUSD,ok,crypto,crypto,M30,1.5,6.0,4.0,1.0,3.0,1.0,30,1.0,34.4,11.9,-78103.25,127252.41,127.25,-2.43,-0.61,0.8,-0.1769,27.5,612,12.9,12,3.1514,1.4362,42.8,2.8,28.3,15.5,10.6,false,true,245,367
LNKUSD,ok,crypto,crypto,M30,1.5,6.0,4.0,1.0,3.0,1.0,30,1.0,24.4,1.9,-23219.17,36293.18,36.29,-1.19,-0.64,0.92,-0.0648,25.4,461,9.1,12,2.4448,0.9184,43.2,0.9,28.4,15.8,11.7,false,true,129,332
US100.cash,ok,index,us_idx,M30,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,3.6,0.6,-169918.78,263751.51,263.75,-1.09,-0.64,0.94,-0.0005,21.0,2474,5.3,25,0.5752,0.1537,58.4,0.8,20.2,17.0,3.5,false,true,245,2229
XAG_USD,ok,commodity,metals,M30,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,9.5,5.4,-184036.45,277860.59,277.86,-2.58,-0.66,0.89,-0.0133,37.8,2325,5.4,25,0.6986,0.4453,47.2,0.5,13.6,35.5,3.1,false,true,230,2095
AAPL,ok,equity,us_equity,M30,1.5,4.5,3.0,1.0,2.0,0.5,24,1.0,9.6,4.2,-26131.52,38624.11,38.62,-3.17,-0.68,0.83,-0.0653,30.1,356,5.6,4,1.1166,0.5732,32.6,2.2,30.9,19.9,14.3,false,true,253,103
SANUSD,ok,crypto,crypto,M30,1.5,6.0,4.0,1.0,3.0,1.0,30,1.0,33.6,11.1,-110619.83,159646.33,159.65,-3.43,-0.69,0.75,-0.1697,20.6,665,11.4,12,3.6802,1.1686,37.4,2.3,41.7,12.0,6.6,false,true,242,423
FRA40.cash,ok,index,eu_idx,M30,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,5.0,2.0,-158279.92,215216.62,215.22,-2.69,-0.74,0.86,-0.0062,23.7,1694,5.5,18,0.5213,0.1704,40.0,2.0,35.2,19.8,3.0,false,true,251,1443
SPN35.cash,ok,index,eu_idx,M30,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,7.4,4.4,-48203.25,65042.08,65.04,-2.68,-0.74,0.87,-0.023,33.3,807,6.6,10,0.5373,0.3031,33.2,2.1,32.3,29.7,2.6,false,true,254,553
XAG_EUR,ok,commodity,metals,M30,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,8.7,4.6,-269668.13,366686.29,366.69,-3.42,-0.74,0.88,-0.0137,30.0,3034,3.3,25,0.6285,0.2884,45.3,0.5,23.9,29.7,0.6,false,true,236,2798
ICPUSD,ok,crypto,crypto,M30,1.5,6.0,4.0,1.0,3.0,1.0,30,1.0,28.5,6.0,-95819.8,122894.25,122.89,-4.07,-0.78,0.76,-0.2129,27.5,771,8.3,12,2.7033,1.3188,31.9,3.4,29.3,10.5,24.9,false,true,213,558
COFFEE.c,ok,commodity,agri,M30,1.5,6.0,4.0,0.8,2.5,1.0,30,1.0,14.6,8.6,-83367.9,103168.54,103.17,-5.98,-0.81,0.78,-0.119,32.2,695,4.8,7,1.2831,0.7859,44.7,1.0,22.9,30.8,0.6,false,true,275,420
