symbol,timeframe,status,cluster,data_source,n_signals,n_folds,rows,trials,best_ev,best_atr_sl_mult,best_atr_tp_mult,best_breakeven_atr,best_trail_activation_atr,best_trail_distance_atr,best_horizon,cost_bps,fee_bps,spread_bps,slippage_bps
AAPL,M15,ok,equity,bars,28114,41,55199,300,-0.00016196318393457086,1.1386204604153798,3.879526773138924,0.21319954214397324,0.4299622596950507,0.1500515260725788,12,12.0,3.0,3.0,3.0
AAPL,M30,ok,equity,bars,15828,32,29132,300,0.00006793286004387036,1.0394502128968348,4.135245501353765,0.25423694653021944,0.5006133546005411,0.20039948373598598,19,12.0,3.0,3.0,3.0
AAPL,M5,ok,equity,bars,52509,80,101273,300,-0.0005376671699959049,0.15040386239172965,2.77992501810751,0.49046587410035264,0.5654797907248507,0.1004366766558207,10,12.0,3.0,3.0,3.0
ALVG,M15,ok,equity,bars,324,30,41881,300,-0.0005279760046981224,0.4380976512799251,2.488028102840855,0.2562428319482596,0.4373333587801433,0.48032534364570056,15,12.0,3.0,3.0,3.0
ALVG,M30,ok,equity,bars,203,25,23047,300,0.00007502461047934412,1.0880687589591191,4.893716564113966,0.7284700022457502,1.5345763631806786,0.8784016782206613,9,12.0,3.0,3.0,3.0
ALVG,M5,ok,equity,bars,52438,79,100160,300,-0.0007893935044501344,0.1502885115004058,2.996889505361605,0.5285026019901513,0.5388247238243219,0.10067330099224048,6,12.0,3.0,3.0,3.0
AMZN,M15,ok,equity,bars,17117,23,32880,300,0.000013138055812592927,1.1566243772972664,3.930861467493844,0.20003353491470865,0.4015674192764134,0.15047936147733393,6,12.0,3.0,3.0,3.0
AMZN,M30,ok,equity,bars,10122,19,18414,300,0.00045724638157497026,0.35023973222193194,4.526170105532446,0.4638232948943339,1.347178582969389,0.20011527682803104,18,12.0,3.0,3.0,3.0
AMZN,M5,ok,equity,bars,47227,71,90503,300,-0.0004339956974298809,0.15008594792149285,2.9986822363748686,0.5110846560323977,0.5121309958170794,0.11581722409228151,10,12.0,3.0,3.0,3.0
BCHUSD,M15,ok,crypto,bars,33,80,100985,300,-999.0,0.5745401188473624,3.842285780511732,0.6257960621774133,1.3578535747152585,0.282615844376071,6,24.0,3.0,15.0,3.0
BCHUSD,M30,ok,crypto,bars,118,121,100188,300,0.05056606210084398,1.238642776214332,4.813450546294052,0.6465543939702239,1.2893751849183708,0.43170667021789594,19,24.0,3.0,15.0,3.0
BCHUSD,M5,ok,crypto,bars,51861,80,101557,300,-0.0015111151567012784,0.1515804568435239,2.877113528363052,0.12150394785214885,0.45697082734981687,0.10010065803438262,5,24.0,3.0,15.0,3.0
BTCUSD,M15,ok,crypto,bars,200,79,100182,300,-0.00044121846406635105,0.3045671408527941,2.4216005926722333,0.5026712729477969,1.0925503348762944,0.15017513154530895,17,24.0,3.0,15.0,3.0
BTCUSD,M30,ok,crypto,bars,447,121,100173,300,-0.0013784955998093187,0.30101598194375373,4.902287878131837,0.26617205636712127,2.3667380473619297,0.2216496133681234,22,24.0,3.0,15.0,3.0
BTCUSD,M5,ok,crypto,bars,52011,79,100277,300,-0.0018620911273188993,0.16188708450147626,2.9920018949339906,0.15232126871112323,0.32671296935332395,0.10039431454781031,7,24.0,3.0,15.0,3.0
