symbol,timeframe,status,cluster,data_source,n_signals,n_folds,rows,trials,best_ev,best_atr_sl_mult,best_atr_tp_mult,best_breakeven_atr,best_trail_activation_atr,best_trail_distance_atr,best_horizon,cost_bps,fee_bps,spread_bps,slippage_bps
JP225.cash,M15,ok,index,bars,47195,80,100906,400,-0.00015095569034119624,0.5004104120135303,6.5056148733669845,0.9300649217679862,1.0072610982222179,0.30213446234273755,21,5.0,0.0,2.0,1.5
JP225.cash,M30,ok,index,bars,25627,64,54672,400,-0.000030077143173359348,0.5004106078442527,7.55560944091426,0.7314312097884519,3.7624596905035634,0.8402287696642091,34,5.0,0.0,2.0,1.5
LNKUSD,H1,ok,crypto,bars,20997,130,40023,400,-0.0004947900427233982,1.3696429311933234,9.571536657475793,1.2243777317395894,3.0113741669054845,0.5927559959213929,45,37.5,6.5,15.0,8.0
LNKUSD,H4,ok,crypto,bars,5874,137,11289,400,0.001569898234532352,2.2501168088589583,7.461327202841849,1.954684081880774,3.243519325486941,2.458690299767546,30,37.5,6.5,15.0,8.0
LNKUSD,M15,ok,crypto,bars,51521,80,101028,400,-0.0030183265438400533,0.9956808469875814,7.924303047233707,1.2359181275171542,4.802593981515738,0.5360888604477454,48,37.5,6.5,15.0,8.0
LNKUSD,M30,ok,crypto,bars,40350,94,78444,400,-0.0023173794749063352,1.200795605233653,9.058668060585772,1.7637078633591792,4.543470325963495,2.4857903289031693,38,37.5,6.5,15.0,8.0
LVMH,H1,ok,equity,bars,7741,43,14196,400,0.0005326168052720183,0.994577862919778,7.318568268010098,0.9327209250862396,2.8551420192350476,0.4129079385046708,30,8.4,0.4,3.0,2.5
LVMH,H4,ok,equity,bars,2641,57,4838,400,0.00044641593968209383,1.589433847288335,5.886822098592694,0.8522442620009824,1.869728124392475,0.46630723023840537,18,8.4,0.4,3.0,2.5
LVMH,M15,ok,equity,bars,22023,30,41896,400,0.00010983097524252138,2.3919872521219476,7.642824555199811,1.4487517846696614,3.1926631312747435,0.3001968216903263,36,8.4,0.4,3.0,2.5
LVMH,M30,ok,equity,bars,12432,25,23061,400,0.00026887526045414904,2.072577604054664,7.7571688809531585,0.4550426980598157,1.1263569070929105,0.3021367133008658,26,8.4,0.4,3.0,2.5
NERUSD,H1,ok,crypto,bars,20163,124,38400,400,-0.0010076513513695034,2.1839626000838535,8.01935442416835,0.5126115073597032,4.847216469385719,2.4648603156578845,48,37.5,6.5,15.0,8.0
NERUSD,H4,ok,crypto,bars,5383,122,10045,400,0.00018722059903813714,1.216380497859162,6.042188396628138,0.42579998656675894,2.5686138162723666,0.5412258696369161,23,37.5,6.5,15.0,8.0
NERUSD,M15,ok,crypto,bars,51574,80,101027,400,-0.0023707509867728037,2.8454719690581203,6.995858785188092,1.924039147336393,2.2267044741220405,0.5012603391529141,48,37.5,6.5,15.0,8.0
NERUSD,M30,ok,crypto,bars,38471,89,74630,400,-0.002560846131944523,0.8013434669266457,9.344400699048167,1.74060859880007,3.6720267134424613,0.8518272722528255,15,37.5,6.5,15.0,8.0
NVDA,H1,ok,equity,bars,5062,26,9051,400,0.005318597331482009,0.64965703777505,7.401507490800186,0.5703010902858309,3.0740285675457883,0.33375395315409595,24,8.4,0.4,3.0,2.5
NVDA,H4,ok,equity,bars,1621,31,2754,400,0.008804702297179558,0.501031436298967,6.144017375576014,0.5418081837669468,1.9978154298174713,0.5804850435211178,23,8.4,0.4,3.0,2.5
NVDA,M15,ok,equity,bars,15654,21,30592,400,0.00038948167814021196,2.2968243259864507,7.587254202527455,0.4117739300079573,1.29704985273043,0.30609293677527116,27,8.4,0.4,3.0,2.5
NVDA,M30,ok,equity,bars,8718,16,15851,400,0.0038326955277876483,0.5025342002806622,7.802299616349133,0.7334649946224059,2.9862623520400584,1.775806566318042,36,8.4,0.4,3.0,2.5
NZD_USD,H1,ok,forex,bars,7544,203,62171,400,-0.0002589678173253226,0.7873222030271675,7.557163977806792,0.988438961419123,1.0005387144058608,0.30163631896551407,12,5.5,0.5,2.0,1.5
NZD_USD,H4,ok,forex,bars,1951,191,15577,400,0.0001179494139473467,1.7303731597738017,7.353735750754106,1.4516261417154785,3.588919525990965,1.9715372761803511,34,5.5,0.5,2.0,1.5
NZD_USD,M15,ok,forex,bars,30241,79,100666,400,-0.00036105395828053035,0.5058772168202703,5.956934131394953,1.3409748437438083,1.3469706827431038,0.3012067304803713,32,5.5,0.5,2.0,1.5
NZD_USD,M30,ok,forex,bars,52718,121,100155,400,-0.0002992825143165996,0.5066959762974492,6.085032571789149,1.0737360834278273,1.0856601969331143,0.3036299119060572,26,5.5,0.5,2.0,1.5
