symbol,status,cluster,session,timeframe,sl,tp,rrr,be,trail_act,trail_dist,horizon,risk_pct,cost_bps,spread_bps,total_return,max_dd,dd_pct,sharpe,calmar,profit_factor,expectancy_pct,win_rate,n_trades,avg_bars_held,n_folds,avg_win_pct,avg_loss_pct,pct_sl,pct_tp,pct_be,pct_trail,pct_horizon,ftmo_ok
NVDA,ok,equity,us_equity,H4,0.5,6.14,12.3,0.54,2.0,0.58,23,2.0,11.0,5.6,139921.89,26810.54,26.81,6.04,5.22,2.22,0.7289,18.9,111,2.9,8,6.8978,0.7106,45.0,0.9,36.0,18.0,0.0,false
LVMH,ok,equity,eu_equity,H1,0.99,7.32,7.4,0.93,2.86,0.41,30,2.0,7.8,2.4,214684.27,46289.86,46.29,5.46,4.64,1.52,0.2239,23.5,379,5.4,11,2.6947,0.5343,45.6,0.5,30.9,22.4,0.5,false
AMZN,ok,equity,us_equity,H4,0.83,5.41,6.5,1.27,1.37,0.3,7,2.0,10.3,4.9,54167.17,13403.17,13.4,7.15,4.04,1.85,0.7003,44.8,58,2.6,8,3.1288,1.2728,51.7,0.0,3.4,37.9,6.9,false
JP225.cash,ok,index,apac_idx,H4,0.5,7.99,16.0,0.63,3.03,1.71,35,2.0,4.3,1.3,200931.43,62525.96,62.53,2.02,3.21,1.45,0.0989,13.1,344,4.4,34,2.6143,0.2797,52.3,2.3,34.6,10.2,0.6,false
FRA40.cash,ok,index,eu_idx,H4,2.05,8.0,3.9,0.93,3.12,1.74,36,2.0,5.0,2.0,16684.08,21163.5,21.16,0.67,0.79,1.14,0.0105,24.3,169,9.4,26,1.7409,0.5438,29.0,1.2,46.2,18.9,4.7,false
AAVUSD,ok,crypto,crypto,H4,2.67,9.82,3.7,1.76,3.68,1.7,29,2.0,23.1,0.6,-16119.53,21580.04,21.58,-1.24,-0.75,0.78,-0.4482,34.7,75,15.5,16,7.5175,4.6748,41.3,0.0,22.7,17.3,18.7,false
