total_return,total_return_pct,final_equity,max_dd,max_dd_pct,sharpe,calmar,profit_factor,n_trades,win_rate,wins,losses,avg_bars_held,ftmo_compliant,ftmo_killed,max_daily_loss_pct,max_daily_gain_pct,gross_profit,gross_loss,sl,tp,breakeven,trail,horizon,session,skipped_max_pos,skipped_corr,skipped_spread,skipped_dd_gate,skipped_profit_lock,skipped_profit_gate,skipped_session,skipped_already_in,prob_threshold,risk_scale,max_positions,dd_gate_pct,profit_lock_pct,profit_gate_pct,dd_recovery_threshold,session_buffer_hours
-8817.94,-0.0882,91182.06,10349.02,0.102,-0.827,-0.852,0.429,57,0.2632,15,42,7.1,False,True,-0.0408,0.014,6724.93,15673.97,26,0,9,16,6,0,1578,94,203,0,0,478,97,170,0.44,0.5,5,0.025,0.03,0.01,0.05,1
-8817.94,-0.0882,91182.06,10349.02,0.102,-0.827,-0.852,0.429,57,0.2632,15,42,7.1,False,True,-0.0408,0.014,6724.93,15673.97,26,0,9,16,6,0,1578,94,203,0,0,478,97,170,0.44,0.5,5,0.025,0.03,0.01,0.05,2
-8817.94,-0.0882,91182.06,10349.02,0.102,-0.827,-0.852,0.429,57,0.2632,15,42,7.1,False,True,-0.0408,0.014,6724.93,15673.97,26,0,9,16,6,0,1578,94,203,0,0,478,97,170,0.44,0.5,5,0.025,0.03,0.01,0.05,3
-9199.56,-0.092,90800.44,10690.7,0.1053,-0.814,-0.861,0.148,32,0.2188,7,25,5.8,False,True,-0.0536,0.0,1646.11,11154.16,14,0,6,9,3,0,1100,62,53,0,0,0,93,88,0.44,0.5,5,0.025,0.03,0.02,0.03,1
-9199.56,-0.092,90800.44,10690.7,0.1053,-0.814,-0.861,0.148,32,0.2188,7,25,5.8,False,True,-0.0536,0.0,1646.11,11154.16,14,0,6,9,3,0,1100,62,53,0,0,0,93,88,0.44,0.5,5,0.025,0.03,0.02,0.03,2
-9199.56,-0.092,90800.44,10690.7,0.1053,-0.814,-0.861,0.148,32,0.2188,7,25,5.8,False,True,-0.0536,0.0,1646.11,11154.16,14,0,6,9,3,0,1100,62,53,0,0,0,93,88,0.44,0.5,5,0.025,0.03,0.02,0.03,3
-9201.14,-0.092,90798.86,10692.28,0.1054,-0.933,-0.861,0.408,49,0.2653,13,36,7.4,False,True,-0.0408,0.0,6517.14,15992.16,24,0,7,14,4,0,1103,135,91,0,0,0,93,165,0.44,0.5,5,0.025,0.03,0.02,0.05,1
-9201.14,-0.092,90798.86,10692.28,0.1054,-0.933,-0.861,0.408,49,0.2653,13,36,7.4,False,True,-0.0408,0.0,6517.14,15992.16,24,0,7,14,4,0,1103,135,91,0,0,0,93,165,0.44,0.5,5,0.025,0.03,0.02,0.05,2
-9201.14,-0.092,90798.86,10692.28,0.1054,-0.933,-0.861,0.408,49,0.2653,13,36,7.4,False,True,-0.0408,0.0,6517.14,15992.16,24,0,7,14,4,0,1103,135,91,0,0,0,93,165,0.44,0.5,5,0.025,0.03,0.02,0.05,3
-9563.91,-0.0956,90436.09,11055.05,0.1089,-0.818,-0.865,0.152,36,0.25,9,27,5.8,False,True,-0.0536,0.0,1773.94,11645.1,15,0,7,11,3,0,1358,62,60,0,0,0,100,100,0.44,0.5,5,0.035,0.02,0.01,0.03,1
-9563.91,-0.0956,90436.09,11055.05,0.1089,-0.818,-0.865,0.152,36,0.25,9,27,5.8,False,True,-0.0536,0.0,1773.94,11645.1,15,0,7,11,3,0,1358,62,60,0,0,0,100,100,0.44,0.5,5,0.035,0.02,0.01,0.03,2
-9563.91,-0.0956,90436.09,11055.05,0.1089,-0.818,-0.865,0.152,36,0.25,9,27,5.8,False,True,-0.0536,0.0,1773.94,11645.1,15,0,7,11,3,0,1358,62,60,0,0,0,100,100,0.44,0.5,5,0.035,0.02,0.01,0.03,3
-8936.0,-0.0894,91064.0,10427.14,0.1027,-0.817,-0.857,0.435,59,0.2881,17,42,7.2,False,True,-0.0441,0.0142,6966.04,16002.06,26,0,10,18,5,0,1776,94,209,0,0,478,104,180,0.44,0.5,5,0.035,0.02,0.01,0.05,1
-8936.0,-0.0894,91064.0,10427.14,0.1027,-0.817,-0.857,0.435,59,0.2881,17,42,7.2,False,True,-0.0441,0.0142,6966.04,16002.06,26,0,10,18,5,0,1776,94,209,0,0,478,104,180,0.44,0.5,5,0.035,0.02,0.01,0.05,2
-8936.0,-0.0894,91064.0,10427.14,0.1027,-0.817,-0.857,0.435,59,0.2881,17,42,7.2,False,True,-0.0441,0.0142,6966.04,16002.06,26,0,10,18,5,0,1776,94,209,0,0,478,104,180,0.44,0.5,5,0.035,0.02,0.01,0.05,3
-9563.91,-0.0956,90436.09,11055.05,0.1089,-0.818,-0.865,0.152,36,0.25,9,27,5.8,False,True,-0.0536,0.0,1773.94,11645.1,15,0,7,11,3,0,1358,62,60,0,0,0,100,100,0.44,0.5,5,0.035,0.02,0.02,0.03,1
-9563.91,-0.0956,90436.09,11055.05,0.1089,-0.818,-0.865,0.152,36,0.25,9,27,5.8,False,True,-0.0536,0.0,1773.94,11645.1,15,0,7,11,3,0,1358,62,60,0,0,0,100,100,0.44,0.5,5,0.035,0.02,0.02,0.03,2
-9563.91,-0.0956,90436.09,11055.05,0.1089,-0.818,-0.865,0.152,36,0.25,9,27,5.8,False,True,-0.0536,0.0,1773.94,11645.1,15,0,7,11,3,0,1358,62,60,0,0,0,100,100,0.44,0.5,5,0.035,0.02,0.02,0.03,3
-9509.03,-0.0951,90490.97,11000.17,0.1084,-0.928,-0.864,0.409,53,0.283,15,38,7.3,False,True,-0.0441,0.0,6758.95,16540.89,25,0,8,16,4,0,1361,135,98,0,0,0,100,177,0.44,0.5,5,0.035,0.02,0.02,0.05,1
-9509.03,-0.0951,90490.97,11000.17,0.1084,-0.928,-0.864,0.409,53,0.283,15,38,7.3,False,True,-0.0441,0.0,6758.95,16540.89,25,0,8,16,4,0,1361,135,98,0,0,0,100,177,0.44,0.5,5,0.035,0.02,0.02,0.05,2
-9509.03,-0.0951,90490.97,11000.17,0.1084,-0.928,-0.864,0.409,53,0.283,15,38,7.3,False,True,-0.0441,0.0,6758.95,16540.89,25,0,8,16,4,0,1361,135,98,0,0,0,100,177,0.44,0.5,5,0.035,0.02,0.02,0.05,3
-9563.91,-0.0956,90436.09,11055.05,0.1089,-0.818,-0.865,0.152,36,0.25,9,27,5.8,False,True,-0.0536,0.0,1773.94,11645.1,15,0,7,11,3,0,1358,62,60,0,0,0,100,100,0.44,0.5,5,0.035,0.03,0.01,0.03,1
-9563.91,-0.0956,90436.09,11055.05,0.1089,-0.818,-0.865,0.152,36,0.25,9,27,5.8,False,True,-0.0536,0.0,1773.94,11645.1,15,0,7,11,3,0,1358,62,60,0,0,0,100,100,0.44,0.5,5,0.035,0.03,0.01,0.03,2
-9563.91,-0.0956,90436.09,11055.05,0.1089,-0.818,-0.865,0.152,36,0.25,9,27,5.8,False,True,-0.0536,0.0,1773.94,11645.1,15,0,7,11,3,0,1358,62,60,0,0,0,100,100,0.44,0.5,5,0.035,0.03,0.01,0.03,3
-8936.0,-0.0894,91064.0,10427.14,0.1027,-0.817,-0.857,0.435,59,0.2881,17,42,7.2,False,True,-0.0441,0.0142,6966.04,16002.06,26,0,10,18,5,0,1776,94,209,0,0,478,104,180,0.44,0.5,5,0.035,0.03,0.01,0.05,1
-8936.0,-0.0894,91064.0,10427.14,0.1027,-0.817,-0.857,0.435,59,0.2881,17,42,7.2,False,True,-0.0441,0.0142,6966.04,16002.06,26,0,10,18,5,0,1776,94,209,0,0,478,104,180,0.44,0.5,5,0.035,0.03,0.01,0.05,2
-8936.0,-0.0894,91064.0,10427.14,0.1027,-0.817,-0.857,0.435,59,0.2881,17,42,7.2,False,True,-0.0441,0.0142,6966.04,16002.06,26,0,10,18,5,0,1776,94,209,0,0,478,104,180,0.44,0.5,5,0.035,0.03,0.01,0.05,3
-9563.91,-0.0956,90436.09,11055.05,0.1089,-0.818,-0.865,0.152,36,0.25,9,27,5.8,False,True,-0.0536,0.0,1773.94,11645.1,15,0,7,11,3,0,1358,62,60,0,0,0,100,100,0.44,0.5,5,0.035,0.03,0.02,0.03,1
-9563.91,-0.0956,90436.09,11055.05,0.1089,-0.818,-0.865,0.152,36,0.25,9,27,5.8,False,True,-0.0536,0.0,1773.94,11645.1,15,0,7,11,3,0,1358,62,60,0,0,0,100,100,0.44,0.5,5,0.035,0.03,0.02,0.03,2
-9563.91,-0.0956,90436.09,11055.05,0.1089,-0.818,-0.865,0.152,36,0.25,9,27,5.8,False,True,-0.0536,0.0,1773.94,11645.1,15,0,7,11,3,0,1358,62,60,0,0,0,100,100,0.44,0.5,5,0.035,0.03,0.02,0.03,3
-9509.03,-0.0951,90490.97,11000.17,0.1084,-0.928,-0.864,0.409,53,0.283,15,38,7.3,False,True,-0.0441,0.0,6758.95,16540.89,25,0,8,16,4,0,1361,135,98,0,0,0,100,177,0.44,0.5,5,0.035,0.03,0.02,0.05,1
-9509.03,-0.0951,90490.97,11000.17,0.1084,-0.928,-0.864,0.409,53,0.283,15,38,7.3,False,True,-0.0441,0.0,6758.95,16540.89,25,0,8,16,4,0,1361,135,98,0,0,0,100,177,0.44,0.5,5,0.035,0.03,0.02,0.05,2
-9509.03,-0.0951,90490.97,11000.17,0.1084,-0.928,-0.864,0.409,53,0.283,15,38,7.3,False,True,-0.0441,0.0,6758.95,16540.89,25,0,8,16,4,0,1361,135,98,0,0,0,100,177,0.44,0.5,5,0.035,0.03,0.02,0.05,3
-4962.31,-0.0496,95037.69,11020.97,0.1039,-0.287,-0.45,0.604,63,0.1905,12,51,7.7,False,True,-0.0437,0.0703,8352.78,13817.97,29,0,12,13,9,0,699,150,88,0,0,143,50,139,0.44,0.5,10,0.025,0.02,0.01,0.03,1
-4962.31,-0.0496,95037.69,11020.97,0.1039,-0.287,-0.45,0.604,63,0.1905,12,51,7.7,False,True,-0.0437,0.0703,8352.78,13817.97,29,0,12,13,9,0,699,150,88,0,0,143,50,139,0.44,0.5,10,0.025,0.02,0.01,0.03,2
-4962.31,-0.0496,95037.69,11020.97,0.1039,-0.287,-0.45,0.604,63,0.1905,12,51,7.7,False,True,-0.0437,0.0703,8352.78,13817.97,29,0,12,13,9,0,699,150,88,0,0,143,50,139,0.44,0.5,10,0.025,0.02,0.01,0.03,3
-5026.62,-0.0503,94973.38,11109.84,0.1047,-0.268,-0.452,0.59,53,0.1887,10,43,6.8,False,True,-0.0597,0.0705,8012.7,13576.64,20,0,12,11,10,0,634,147,87,0,0,143,46,133,0.44,0.5,10,0.025,0.02,0.01,0.05,1
-5026.62,-0.0503,94973.38,11109.84,0.1047,-0.268,-0.452,0.59,53,0.1887,10,43,6.8,False,True,-0.0597,0.0705,8012.7,13576.64,20,0,12,11,10,0,634,147,87,0,0,143,46,133,0.44,0.5,10,0.025,0.02,0.01,0.05,2
-5026.62,-0.0503,94973.38,11109.84,0.1047,-0.268,-0.452,0.59,53,0.1887,10,43,6.8,False,True,-0.0597,0.0705,8012.7,13576.64,20,0,12,11,10,0,634,147,87,0,0,143,46,133,0.44,0.5,10,0.025,0.02,0.01,0.05,3
-10033.45,-0.1003,89966.55,10904.18,0.1081,-0.871,-0.92,0.581,108,0.2315,25,83,7.4,False,True,-0.0381,0.0245,15747.7,27104.8,53,0,17,28,10,0,759,267,126,0,0,0,50,294,0.44,0.5,10,0.025,0.02,0.02,0.03,1
-10033.45,-0.1003,89966.55,10904.18,0.1081,-0.871,-0.92,0.581,108,0.2315,25,83,7.4,False,True,-0.0381,0.0245,15747.7,27104.8,53,0,17,28,10,0,759,267,126,0,0,0,50,294,0.44,0.5,10,0.025,0.02,0.02,0.03,2
-10033.45,-0.1003,89966.55,10904.18,0.1081,-0.871,-0.92,0.581,108,0.2315,25,83,7.4,False,True,-0.0381,0.0245,15747.7,27104.8,53,0,17,28,10,0,759,267,126,0,0,0,50,294,0.44,0.5,10,0.025,0.02,0.02,0.03,3
-8127.53,-0.0813,91872.47,10281.04,0.101,-0.584,-0.791,0.575,53,0.2075,11,42,5.8,False,True,-0.0681,0.0301,12687.26,22081.43,25,0,5,13,10,0,353,128,54,0,0,0,42,105,0.44,0.5,10,0.025,0.02,0.02,0.05,1
-8127.53,-0.0813,91872.47,10281.04,0.101,-0.584,-0.791,0.575,53,0.2075,11,42,5.8,False,True,-0.0681,0.0301,12687.26,22081.43,25,0,5,13,10,0,353,128,54,0,0,0,42,105,0.44,0.5,10,0.025,0.02,0.02,0.05,2
-8127.53,-0.0813,91872.47,10281.04,0.101,-0.584,-0.791,0.575,53,0.2075,11,42,5.8,False,True,-0.0681,0.0301,12687.26,22081.43,25,0,5,13,10,0,353,128,54,0,0,0,42,105,0.44,0.5,10,0.025,0.02,0.02,0.05,3
-4962.31,-0.0496,95037.69,11020.97,0.1039,-0.287,-0.45,0.604,63,0.1905,12,51,7.7,False,True,-0.0437,0.0703,8352.78,13817.97,29,0,12,13,9,0,699,150,88,0,0,143,50,139,0.44,0.5,10,0.025,0.03,0.01,0.03,1
-4962.31,-0.0496,95037.69,11020.97,0.1039,-0.287,-0.45,0.604,63,0.1905,12,51,7.7,False,True,-0.0437,0.0703,8352.78,13817.97,29,0,12,13,9,0,699,150,88,0,0,143,50,139,0.44,0.5,10,0.025,0.03,0.01,0.03,2
-4962.31,-0.0496,95037.69,11020.97,0.1039,-0.287,-0.45,0.604,63,0.1905,12,51,7.7,False,True,-0.0437,0.0703,8352.78,13817.97,29,0,12,13,9,0,699,150,88,0,0,143,50,139,0.44,0.5,10,0.025,0.03,0.01,0.03,3
-5026.62,-0.0503,94973.38,11109.84,0.1047,-0.268,-0.452,0.59,53,0.1887,10,43,6.8,False,True,-0.0597,0.0705,8012.7,13576.64,20,0,12,11,10,0,634,147,87,0,0,143,46,133,0.44,0.5,10,0.025,0.03,0.01,0.05,1
-5026.62,-0.0503,94973.38,11109.84,0.1047,-0.268,-0.452,0.59,53,0.1887,10,43,6.8,False,True,-0.0597,0.0705,8012.7,13576.64,20,0,12,11,10,0,634,147,87,0,0,143,46,133,0.44,0.5,10,0.025,0.03,0.01,0.05,2
-5026.62,-0.0503,94973.38,11109.84,0.1047,-0.268,-0.452,0.59,53,0.1887,10,43,6.8,False,True,-0.0597,0.0705,8012.7,13576.64,20,0,12,11,10,0,634,147,87,0,0,143,46,133,0.44,0.5,10,0.025,0.03,0.01,0.05,3
-10033.45,-0.1003,89966.55,10904.18,0.1081,-0.871,-0.92,0.581,108,0.2315,25,83,7.4,False,True,-0.0381,0.0245,15747.7,27104.8,53,0,17,28,10,0,759,285,186,0,0,160,50,331,0.44,0.5,10,0.025,0.03,0.02,0.03,1
-10033.45,-0.1003,89966.55,10904.18,0.1081,-0.871,-0.92,0.581,108,0.2315,25,83,7.4,False,True,-0.0381,0.0245,15747.7,27104.8,53,0,17,28,10,0,759,285,186,0,0,160,50,331,0.44,0.5,10,0.025,0.03,0.02,0.03,2
-10033.45,-0.1003,89966.55,10904.18,0.1081,-0.871,-0.92,0.581,108,0.2315,25,83,7.4,False,True,-0.0381,0.0245,15747.7,27104.8,53,0,17,28,10,0,759,285,186,0,0,160,50,331,0.44,0.5,10,0.025,0.03,0.02,0.03,3
-8127.53,-0.0813,91872.47,10281.04,0.101,-0.584,-0.791,0.575,53,0.2075,11,42,5.8,False,True,-0.0681,0.0301,12687.26,22081.43,25,0,5,13,10,0,353,128,59,0,0,18,42,116,0.44,0.5,10,0.025,0.03,0.02,0.05,1
-8127.53,-0.0813,91872.47,10281.04,0.101,-0.584,-0.791,0.575,53,0.2075,11,42,5.8,False,True,-0.0681,0.0301,12687.26,22081.43,25,0,5,13,10,0,353,128,59,0,0,18,42,116,0.44,0.5,10,0.025,0.03,0.02,0.05,2
-8127.53,-0.0813,91872.47,10281.04,0.101,-0.584,-0.791,0.575,53,0.2075,11,42,5.8,False,True,-0.0681,0.0301,12687.26,22081.43,25,0,5,13,10,0,353,128,59,0,0,18,42,116,0.44,0.5,10,0.025,0.03,0.02,0.05,3
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.02,0.01,0.03,1
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.02,0.01,0.03,2
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.02,0.01,0.03,3
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.02,0.01,0.05,1
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.02,0.01,0.05,2
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.02,0.01,0.05,3
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.02,0.02,0.03,1
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.02,0.02,0.03,2
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.02,0.02,0.03,3
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.02,0.02,0.05,1
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.02,0.02,0.05,2
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.02,0.02,0.05,3
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.03,0.01,0.03,1
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.03,0.01,0.03,2
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.03,0.01,0.03,3
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.03,0.01,0.05,1
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.03,0.01,0.05,2
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.03,0.01,0.05,3
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.03,0.02,0.03,1
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.03,0.02,0.03,2
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.03,0.02,0.03,3
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.03,0.02,0.05,1
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.03,0.02,0.05,2
-11748.45,-0.1175,88251.55,11748.45,0.1175,-0.817,-1.0,0.136,34,0.2059,7,27,6.4,False,True,-0.0675,0.0,1902.77,13948.06,14,0,7,10,3,0,417,90,34,0,0,0,45,73,0.44,0.5,10,0.035,0.03,0.02,0.05,3
-10689.4,-0.1069,89310.6,10689.4,0.1069,-1.076,-1.0,0.294,43,0.2093,9,34,9.4,False,True,-0.043,0.0,4634.04,15764.09,20,0,9,12,2,0,227,153,49,0,0,0,42,101,0.44,0.5,15,0.025,0.02,0.01,0.03,1
-10689.4,-0.1069,89310.6,10689.4,0.1069,-1.076,-1.0,0.294,43,0.2093,9,34,9.4,False,True,-0.043,0.0,4634.04,15764.09,20,0,9,12,2,0,227,153,49,0,0,0,42,101,0.44,0.5,15,0.025,0.02,0.01,0.03,2
