symbol,status,gpu,timeframe,best_ev,best_num_boost_round,best_max_depth,best_gamma,best_subsample,best_colsample_bytree,best_reg_alpha,best_reg_lambda,best_min_child_weight,best_eta,best_colsample_bylevel,trials,rows,device_used,cluster,calmar_score,fee_bps,spread_bps,slippage_bps,n_features,htf_enabled
GBPJPY,ok,0,H4,-0.0007923314271055817,429,3,0.46941768239835663,0.7656293150918477,0.48194395754408925,1.1791821876927187,0.0021623669634033616,31.31615084392894,0.046175276384006765,0.7656455965997222,500,16751,cuda,forex,-0.0007923314271055817,3.0,0.953420395669738,5.0,39,false
GBPNZD,ok,0,H4,-0.0008725062646182015,1466,7,0.004493092122304339,0.7189403876369205,0.8064688170311823,0.4217729932221422,1.2918532270188665,31.260430345546,0.015569167307117203,0.3569868310772431,500,12564,cuda,forex,-0.0008725062646182015,3.0,1.0223380872062147,5.0,39,false
GBPUSD,ok,0,H4,-0.0008596436822409584,1415,6,0.059245702513270534,0.9385315687819579,0.5487813320713915,0.41559443232460125,0.05555857227959761,21.711175053250486,0.22154508364125644,0.5108405036441317,500,17146,cuda,forex,-0.0008596436822409584,3.0,0.5308882139008715,5.0,39,false
LINK_USD,ok,0,H4,0.011760471442229338,585,9,0.9796139221450498,0.4088462092971944,0.8569659166058732,0.28424120365947125,0.008116287502485296,1.7872133342142145,0.29893610174957624,0.3015379176544138,500,509,cuda,index,0.011760471442229338,3.0,8.496176720475605,3.0,39,false
LTC_USD,ok,0,H4,0.014796561644710828,1124,6,0.0015163548643437378,0.42963388476709863,0.31212091917782653,0.004256154781867482,0.00001541332449195381,0.7587721671927028,0.26581117582914526,0.5783320800263091,500,507,cuda,index,0.014796561644710828,3.0,4.354452427606362,3.0,39,false
NEO_USD,ok,0,H4,0.00434332270692277,406,5,0.6592811504952327,0.5719626818074895,0.8386472639225696,0.000025754715521749,0.000019015801805178787,0.35483576531958594,0.2754874989277604,0.6912522298464044,500,484,cuda,index,0.00434332270692277,3.0,47.6190476190466,3.0,39,false
NZDCAD,ok,0,H4,-0.0009640560252574351,1128,2,1.0561793429144777,0.9262887156099219,0.7135413161076596,0.00027926668673877416,0.0007395423102589898,46.20430877930198,0.05860242745175997,0.8091034979166198,500,15124,cuda,forex,-0.0009640560252574351,3.0,1.766695270304742,5.0,39,false
NZDCHF,ok,0,H4,-0.0009747997227817014,1562,2,0.5477019430776346,0.7112338639827193,0.5212425076905531,0.3910183356879099,0.9588167287365872,26.84111476684994,0.0846356379382069,0.6877458374997598,500,15281,cuda,forex,-0.0009747997227817014,3.0,2.55430351020176,5.0,39,false
NZDJPY,ok,0,H4,-0.0007938129292045902,503,3,0.016636951905910045,0.6577261010933683,0.49532217455836547,0.000011275203868714614,0.05847132151187915,13.30150735740089,0.22679453681871517,0.5387209472504437,500,15817,cuda,forex,-0.0007938129292045902,3.0,1.5317454239094879,5.0,39,false
NZDUSD,ok,0,H4,-0.0007961303742209278,235,6,0.010797719823192815,0.5935926707062114,0.60436415749887,0.00010417406731927716,13.602189877506538,32.39038973109634,0.007111436831892325,0.49924593202192413,814,16996,cuda,forex,-0.0007961303742209278,3.0,1.3831976070676033,5.0,39,false
SOL_USD,ok,0,H4,0.020167862751628792,503,9,0.14259951380225275,0.6489097168418022,0.9456042458801208,0.00001395104902076536,0.002675117799104932,0.3044183706396634,0.20550827277716033,0.8480989468113099,500,539,cuda,index,0.020167862751628792,3.0,3.6318879764332204,3.0,39,false
UK100.cash,ok,0,H4,0.000967784066471289,211,6,0.24065037050404267,0.40004250630917665,0.9271606770930779,0.0036246339976154524,0.0006189457610451992,0.3456857081345569,0.2645734582178856,0.7010791652512659,500,4046,cuda,index,0.000967784066471289,0.0,1.2506960719222797,1.5,39,false
UNI_USD,ok,0,H4,0.01629032748954725,381,4,0.173399982487748,0.895159207021095,0.5770884175060124,0.0003899668746281551,0.0020529817306263924,3.019370486763643,0.24555593001097575,0.385151942452817,500,487,cuda,index,0.01629032748954725,3.0,4.953355898621504,3.0,39,false
US100.cash,ok,0,H4,0.0015112017011130632,1829,3,0.0344091905592348,0.8075021433719907,0.8032075131369913,16.615146101355496,0.02579495518185622,1.2839440448261739,0.005228441914036892,0.9843743736302366,500,4446,cuda,index,0.0015112017011130632,0.0,0.6170761808586025,1.5,39,false
US30.cash,ok,0,H4,0.0008899347027488879,812,4,0.015102170860241978,0.48053590719699923,0.4669940547643284,4.5154121082416,1.6542919475538478,15.021367741177738,0.011084439188221896,0.7299294717978706,500,5882,cuda,index,0.0008899347027488879,0.0,0.4614567214982295,1.5,39,false
US500.cash,ok,0,H4,0.0008833794769563652,1387,4,1.3808759200086052,0.4010225513369648,0.7054073595019783,0.03432599662975058,0.6052694638025807,32.30604208604264,0.010880732089412978,0.7799989136772141,500,4424,cuda,index,0.0008833794769563652,0.0,1.0267818944123688,1.5,39,false
USDCAD,ok,0,H4,-0.0009180072872119098,339,6,0.003185339439687955,0.5191066267276544,0.7693566036833719,0.27441927030719854,0.057518798402271934,20.545254855385895,0.03341238249666067,0.5009476459408462,571,16862,cuda,forex,-0.0009180072872119098,3.0,0.44153684256966336,5.0,39,false
USDCHF,ok,0,H4,-0.0009073230711980008,1493,5,0.019115531614369654,0.6861326921831192,0.8403134631352475,0.00001746515955730062,0.000037324830923704283,26.09910871780446,0.0390074075950945,0.691080774451847,500,16837,cuda,forex,-0.0009073230711980008,3.0,0.7565250283690453,5.0,39,false
USDJPY,ok,0,H4,-0.000851686497770622,737,8,0.002084673402567974,0.9119587234371171,0.6279529978332283,12.483212863182006,0.002387512134050822,12.711999162791635,0.08668333594103955,0.584485386404624,500,16585,cuda,forex,-0.000851686497770622,3.0,0.4633812932975207,5.0,39,false
USDSEK,insufficient_rows,,,,,,,,,,,,,,,410,,forex,,,,,,
XAG_USD,ok,0,H4,0.006564397288443234,1571,2,4.785077220556722,0.7938456509565841,0.565446068825431,45.68919273673965,0.0016074835066457523,18.888249401517115,0.005682030909232628,0.4985018558061928,500,438,cuda,commodity,0.006564397288443234,0.13999999999999999,5.493706474494485,2.0,39,false
XAU_USD,insufficient_rows,,,,,,,,,,,,,,,413,,commodity,,,,,,
XLM_USD,ok,0,H4,0.012175667149584174,1898,4,0.0017710624854694536,0.5509305019688092,0.3002730495555943,0.0000613133758598835,0.00006636201762544524,2.3216907754498632,0.27963386654427763,0.47672402828194493,500,525,cuda,index,0.012175667149584174,3.0,8.12237714904623,3.0,39,false
XPD_USD,insufficient_rows,,,,,,,,,,,,,,,387,,commodity,,,,,,
XPT_USD,insufficient_rows,,,,,,,,,,,,,,,394,,commodity,,,,,,
XRP_USD,ok,0,H4,0.014461703853486895,1379,6,0.004264657821771759,0.4243277816034674,0.8394950833782331,0.0027889638351486245,0.018504237176516045,0.3639138153724972,0.13121908965729556,0.40691943271520653,500,494,cuda,index,0.014461703853486895,3.0,2.033398571538408,3.0,39,false
