trade_num,equity
0,100000.0
1,100002.432909979
2,100004.86587914852
3,100007.29890750999
4,99884.94947515603
5,99764.58169386788
6,99652.69559042735
7,99548.77803796924
8,99837.27568621923
9,99711.7583099613
10,99572.79049382199
11,99450.99936468847
12,99332.56988331955
13,99592.15892478438
14,99751.79504909078
15,99610.77444076473
16,99814.39981690136
17,99630.8874600666
18,100275.42838344164
19,100123.06423986243
20,99964.91329944585
21,100156.44021782544
22,100020.48777503714
23,100200.7932368024
24,99985.44688014274
25,99740.5161837948
26,100960.05224579865
27,101704.57166281375
28,101509.84634621993
29,101278.85368592375
30,102004.6683751152
31,101816.9961962797
32,101637.88486892788
33,101470.01522671474
34,101321.6758610284
35,101397.50825277726
36,101254.69530995587
37,101112.59379802289
38,100965.09041268227
39,101169.15750672447
40,101030.39612067313
41,101524.28538478605
42,101389.87000823361
43,101248.84290136081
44,101112.97800307642
45,100985.42119570468
46,100881.06818406125
47,100790.16008739904
48,100690.20550198967
49,100921.53421083945
50,101101.04810816133
51,100985.73416718985
52,101179.62487423306
53,101085.82359436386
54,100988.78912828253
55,101248.09730868699
56,101145.31249037657
57,101005.94580399634
58,101132.49089823777
59,101015.83713559031
60,100980.48515409477
61,101155.25663216747
62,101043.6146487809
63,100925.2791749819
64,100802.2026786612
65,100700.64534877923
66,100598.20020233493
67,100489.43018336128
68,100546.39435512037
69,100587.51637672979
70,100487.03761872342
71,100376.0873984395
72,100264.8870443711
73,100152.40118821556
74,100306.88659517688
75,100426.38727320114
76,100312.2216121444
77,100178.846849668
78,100031.41861802094
79,99879.17986793404
80,100224.20601430921
81,100097.11341481042
82,99962.84486120829
83,99836.85284891941
84,100118.01766482127
85,99975.33544046366
86,100044.40574339166
87,99923.4760288751
88,99807.87683995585
89,99923.2659948185
90,99759.02701534955
91,100041.39310490798
92,100227.39890398447
93,100073.46620355867
94,99927.53319467143
95,99806.24923059157
96,99931.59215016878
97,99788.43211149314
98,99612.79621096599
99,99419.48582613579
100,100053.65191195483
101,99842.31432390331
102,99649.23868474894
103,99750.06824182479
104,99605.43812952316
105,99470.12402207995
106,99560.03164121509
107,99422.35095426238
108,99543.051856285
109,99407.03142631905
110,99297.8043715569
111,99719.73787687931
112,99592.59199475037
113,99449.48528148937
114,100013.0497282614
115,100078.95461907984
116,100383.28728633413
117,100175.9649685016
118,100315.8062963988
119,100118.78058589331
120,100281.36173460497
121,100134.4963729515
122,100228.9067746827
123,100057.27819911839
124,99886.49685673138
125,99751.03563815635
126,99619.09303023695
127,99877.4107592725
128,99765.77096439777
129,99642.370463515
130,99517.12010805406
131,99391.8964684342
132,99280.70589901725
133,99245.96115227923
134,99143.57024263266
135,99201.52197058703
136,99096.47880803958
137,98990.60382533155
138,99143.26578261898
139,99296.48025087423
140,99524.59026844174
141,99428.52028374915
142,99493.79857183262
143,99510.32188409357
144,99406.60955247065
145,99479.67031136507
146,99584.33469992228
147,99469.83494182293
148,99346.62078161538
149,99199.92626407564
150,99321.20665224399
151,99176.30730419264
152,99019.3489730426
153,98871.10731877659
154,98738.56125205457
155,98831.50798241334
156,98718.61310701331
157,98606.7228434308
158,98489.7483583737
159,98391.35236789686
160,98294.94491754055
161,98199.37220816432
162,98286.4291418018
163,98157.6950842917
164,98123.34335174497
165,98171.6693256664
166,98472.72300450326
167,98438.26102329137
168,98522.8584536441
169,98374.74894345325
170,98220.0631449597
171,98111.76720330887
172,98000.60502477965
173,98107.53107561437
174,97985.36607195754
175,97863.83697659474
176,97750.36235344644
177,97649.04905814114
178,97546.6290819117
179,97615.82835556915
180,97687.73298387765
181,97586.67714942762
182,97643.91798986477
183,97716.05190780127
184,97616.51937045246
185,97515.19080084754
186,97412.32783409244
187,97567.16049213003
188,97685.33087559819
189,97822.05169140473
190,98008.33334740603
191,97898.96665021412
192,97787.4279211558
193,97679.75005132006
194,97582.5522750158
195,97490.26305470125
196,97395.58286249466
197,97311.68116091072
198,97231.58192473718
199,97301.6900923136
200,97369.37123019111
201,97466.28076303807
202,97576.97993690142
203,97861.55005382099
204,97760.1172186812
205,97646.04091570678
206,97528.65612402624
207,97665.43019611786
208,97570.83183899813
209,97698.88687565518
210,97615.2993359051
211,97625.68150036488
212,97591.5159538154
213,97512.74965700944
214,97417.78816868726
215,97312.36845944576
216,97204.63800862733
217,97093.99418732709
218,97168.22559629564
219,97068.39787611915
220,96976.24868799993
221,96871.72920577526
222,96757.4881114891
223,96622.53801249395
224,96477.71814677298
225,96358.49824479435
226,96231.94883967955
227,96094.97353612386
228,95958.97054400755
229,95825.42299797975
230,95723.95206008473
231,95625.4188645902
232,95518.7249439426
233,95401.59871349123
234,95270.50002679786
235,95497.5861219624
236,95540.66700906445
237,95451.32514498277
238,95352.18703777464
239,95249.15855461708
240,95157.20165211259
241,95060.67676800402
242,95087.63459676638
243,95009.90032768343
244,94922.44594261172
245,94833.03415396617
246,94732.23275593443
247,94649.02325161114
248,94694.97809240517
249,94608.3937726584
250,94699.76386996919
251,94599.12901472986
252,94508.95260846273
