trade_num,equity
0,100000.0
1,100087.23644313801
2,100174.54898824614
3,100261.93770171303
4,105366.47333894651
5,105243.1872296853
6,104438.43953510467
7,104316.23929000225
8,103629.78446437123
9,102983.04007063597
10,102862.5427442297
11,102270.47948129849
12,101627.233849233
13,101013.13773806614
14,100289.7975047634
15,100172.45145965867
16,103093.15115915591
17,102359.43314920168
18,102239.66548630806
19,102120.03795991807
20,105381.69324907883
21,105258.38933146317
22,104540.64031316586
23,104418.32048603805
24,110136.26765192693
25,110007.40055125365
26,117432.15987054199
27,117294.75606804393
28,117157.51303756065
29,119083.66493963334
30,118120.31232972724
31,116982.69334764863
32,116845.81545227354
33,115713.71125806241
34,114746.86818715025
35,114612.60636286772
36,113856.3430989882
37,113166.39922046154
38,112265.0860330187
39,111389.99144368208
40,111259.6573988901
41,110213.61891809868
42,110084.66131105891
43,109955.8545933972
44,114033.94241609162
45,113093.1606329896
46,112087.44908006153
47,111956.29896127903
48,110121.80057571974
49,109992.9504025328
50,108900.43882192823
51,107837.28689577663
52,106588.16880914633
53,105029.10801025185
54,103325.03831274174
55,110373.34613920317
56,109028.80642784476
57,108901.23513390344
58,108773.81310725735
59,107712.57971726054
60,106619.35088961024
61,106494.5988263913
62,105479.22386929522
63,104489.58837060246
64,104367.32827780161
65,103622.28972880042
66,103501.04443579049
67,102791.03037131082
68,102075.38747090289
69,101309.04581906267
70,100631.21894908902
71,100017.00729144913
72,99169.18774882385
73,98181.33585999423
74,98066.4568618018
75,97076.66718906397
76,103709.42371266245
77,103008.44213750753
78,102887.91508891457
79,102767.52906535937
80,102123.30472403247
81,101478.97540910095
82,100769.13145330267
83,100094.03852719121
84,102845.76003926607
85,102725.42334005372
86,105400.30178508871
87,104458.26136373942
88,103331.34211216861
89,103210.43724812548
90,107987.02679286183
91,111614.52529541297
92,110586.38499244608
93,109382.37507677058
94,108251.53190649253
95,107075.6406576372
96,106076.99238260958
97,105057.59595275902
98,104934.67125154322
99,104361.7864772099
100,105584.44175632953
101,104789.53551703245
102,103995.84295390976
103,103167.7854624037
104,102294.04469534138
105,102174.35354149101
106,102054.80243462337
107,101160.99960555621
108,104961.47904744763
109,104405.01483050147
110,103474.55680562009
111,102541.3775978351
112,109572.17193474357
113,108694.92513576128
114,108567.74450617601
115,108440.71268678147
116,107621.48143798293
117,106947.87832470062
118,106269.11079363784
119,106144.76853571438
120,110495.23051854377
121,109551.4483287906
122,112223.60928414218
123,112092.29984844163
124,111243.26898544862
125,110287.0136302882
126,109227.51636556326
127,113264.33336413433
128,111921.32429108921
129,110400.04154004798
130,109073.34469381568
131,107950.03100349048
132,107222.43859336773
133,106402.7552556927
134,109291.62150995716
135,109163.74270407297
136,108420.07704253087
137,107735.73888480425
138,109291.39129813688
139,108307.61632373958
140,107498.57246481105
141,106783.24908475594
142,106016.66677159177
143,105334.36538020124
144,104696.47883653567
145,104024.15392811512
146,103451.8198443879
147,102909.66067082892
148,102405.10705161252
149,101903.85597260876
150,101784.62136672834
151,101231.85746079705
152,100596.55634658517
153,103035.34891160567
154,102914.7903802138
155,102374.93887435594
156,102255.1530686844
157,101523.54563511636
158,100835.4896259697
159,100717.5050830929
160,100131.44704812004
161,109180.94012209267
162,112500.32354185877
163,111092.28685684247
164,110044.22796969509
165,109041.6813811551
166,108083.10823142738
167,107165.79145876448
