symbol,timeframe,year,thread,train_years,n_obs,n_trades,win_rate,sharpe,sortino,max_drawdown_pct,profit_factor,device,spread_bps,slippage_bps,total_cost_bps
ADAUSD,M30,2026,1,2024-2025,2221,189,0.4603174603174603,-1.1953954415433616,-4.116501697188618,-0.47960660555349066,0.7827785777505509,cuda,39.25104757863509,8.0,50.25104757863509
ADAUSD,M5,2026,1,2024-2025,13430,52,0.3076923076923077,-3.722366985519295,-3.2210707171138093,-0.6443391813240502,0.19801824256579287,cuda,39.25104757863509,8.0,50.25104757863509
AUD_USD,H1,2026,1,2024-2025,825,128,0.46875,-3.45791931355446,-6.239039777593723,-0.08412179974072787,0.6084682481972385,cuda,0.640717603716803,3.0,6.640717603716803
AUD_USD,M1,2026,1,2024-2025,50573,2,0.5,-0.8605697843665857,0.0,-0.0003811171019436621,0.8575868937768562,cuda,0.640717603716803,3.0,6.640717603716803
AUD_USD,M15,2026,1,2024-2025,3333,72,0.5833333333333334,0.5877269256590968,1.0254627471120255,-0.02545000453050661,1.088864426845234,cuda,0.640717603716803,3.0,6.640717603716803
AUD_USD,M30,2026,1,2024-2025,1664,111,0.46846846846846846,-3.410276726173618,-6.962836418455428,-0.05914525576827445,0.6140020468555752,cuda,0.640717603716803,3.0,6.640717603716803
AUD_USD,M5,2026,1,2024-2025,10040,21,0.3333333333333333,-6.822840362513463,-10.566701351622104,-0.012541405228539193,0.3515289942811285,cuda,0.640717603716803,3.0,6.640717603716803
BCHUSD,H1,2026,1,2024-2025,1062,289,0.47750865051903113,-1.934151766731783,-3.946341531704345,-0.6376520716568259,0.7592857416471175,cuda,17.049580601366117,8.0,28.049580601366117
BCHUSD,M1,2026,1,2024-2025,67117,76,0.3684210526315789,-5.572135302509361,-7.007622666659855,-0.2793335914037497,0.38762000235189004,cuda,17.049580601366117,8.0,28.049580601366117
BCHUSD,M15,2026,1,2024-2025,4337,249,0.3815261044176707,-5.412007928061307,-9.823530081278347,-0.6795615401062711,0.4597181702112044,cuda,17.049580601366117,8.0,28.049580601366117
BCHUSD,M30,2026,1,2024-2025,2176,395,0.4607594936708861,-2.844365628843484,-6.366676730232321,-0.6924800601783044,0.6676390309714603,cuda,17.049580601366117,8.0,28.049580601366117
BCHUSD,M5,2026,1,2024-2025,12928,104,0.5192307692307693,-1.3431435894192836,-2.969184361077331,-0.157651839523539,0.8257707928369638,cuda,17.049580601366117,8.0,28.049580601366117
BTCUSD,H1,2026,1,2024-2025,1100,241,0.47717842323651455,-0.8557867204922803,-2.0562518531666143,-0.2203637166218766,0.8848455213914347,cuda,0.36974192536747785,8.0,11.369741925367478
BTCUSD,M1,2026,1,2024-2025,67714,47,0.46808510638297873,-3.8106543830163058,-5.026032959729846,-0.13291244972360827,0.5350802234621681,cuda,0.36974192536747785,8.0,11.369741925367478
BTCUSD,M15,2026,1,2024-2025,4273,510,0.43137254901960786,-3.052565683537597,-6.533488296541542,-0.520511695899012,0.6441914319934071,cuda,0.36974192536747785,8.0,11.369741925367478
BTCUSD,M30,2026,1,2024-2025,2195,523,0.4378585086042065,-3.097866468489681,-5.929550708048233,-0.5792155431826855,0.6269599454288698,cuda,0.36974192536747785,8.0,11.369741925367478
