symbol,threshold,status,cluster,timeframe,n_trades,total_return,max_dd,dd_pct,sharpe,calmar,profit_factor,win_rate,expectancy_pct,avg_bars_held,n_folds
AMZN,0.65,ok,equity,H4,87,67677.16,28203.47,28.2,3.94,2.4,1.62,36.8,0.4252,4.3,8
AMZN,0.66,ok,equity,H4,86,67970.42,28203.47,28.2,4.01,2.41,1.65,36.0,0.4282,4.3,8
AMZN,0.67,ok,equity,H4,86,60740.54,28203.47,28.2,3.63,2.15,1.57,36.0,0.3886,4.3,8
AMZN,0.68,ok,equity,H4,86,59297.69,27273.02,27.27,3.47,2.17,1.53,36.0,0.3681,4.3,8
AMZN,0.69,ok,equity,H4,86,55506.05,29273.52,29.27,3.23,1.9,1.48,36.0,0.3407,4.3,8
AMZN,0.7,ok,equity,H4,85,60890.5,28464.3,28.46,3.59,2.14,1.54,37.6,0.374,4.3,8
AMZN,0.71,ok,equity,H4,84,61239.17,28464.3,28.46,3.69,2.15,1.57,38.1,0.3833,4.3,8
AMZN,0.72,ok,equity,H4,83,60322.75,29380.72,29.38,3.66,2.05,1.56,37.3,0.3889,4.3,8
AMZN,0.73,ok,equity,H4,82,41901.17,29919.96,29.92,2.75,1.4,1.36,37.8,0.2609,4.2,8
AMZN,0.74,ok,equity,H4,81,66049.59,19029.02,19.03,4.35,3.47,1.66,40.7,0.413,4.3,8
AMZN,0.75,ok,equity,H4,81,61834.39,19029.02,19.03,4.12,3.25,1.62,40.7,0.3942,4.3,8
BCHUSD,0.5,ok,crypto,M30,2809,-3972436.84,3987138.88,3987.14,-10.33,-1.0,0.56,24.3,-0.3515,8.3,38
BCHUSD,0.51,ok,crypto,M30,2764,-4021167.73,4031212.6,4031.21,-10.51,-1.0,0.56,23.7,-0.3748,8.3,38
BCHUSD,0.52,ok,crypto,M30,2691,-3812201.48,3842571.03,3842.57,-10.24,-0.99,0.57,24.0,-0.3581,8.3,38
BCHUSD,0.53,ok,crypto,M30,2585,-3662893.04,3705098.0,3705.1,-10.21,-0.99,0.57,24.4,-0.3573,8.4,38
BCHUSD,0.54,ok,crypto,M30,2447,-3363757.58,3375800.92,3375.8,-9.98,-1.0,0.58,25.5,-0.3257,8.5,38
BCHUSD,0.55,ok,crypto,M30,2284,-2966814.62,2981877.94,2981.88,-9.33,-0.99,0.6,25.3,-0.3224,8.4,38
BCHUSD,0.56,ok,crypto,M30,2099,-2466234.19,2489539.13,2489.54,-8.32,-0.99,0.63,25.7,-0.2844,8.6,38
BCHUSD,0.57,ok,crypto,M30,1898,-2043998.11,2089944.05,2089.94,-7.52,-0.98,0.66,26.4,-0.2638,8.6,38
BCHUSD,0.58,ok,crypto,M30,1680,-2079127.45,2120385.29,2120.39,-8.72,-0.98,0.61,25.4,-0.3155,8.5,38
BCHUSD,0.59,ok,crypto,M30,1422,-1586618.84,1603613.18,1603.61,-7.44,-0.99,0.64,25.2,-0.3058,8.7,38
BCHUSD,0.6,ok,crypto,M30,1196,-1638359.13,1644287.09,1644.29,-10.14,-1.0,0.58,24.7,-0.339,8.6,38
BCHUSD,0.61,ok,crypto,M30,943,-1219664.52,1221855.23,1221.86,-9.57,-1.0,0.59,24.4,-0.3386,8.6,38
BCHUSD,0.62,ok,crypto,M30,728,-1069581.2,1092820.97,1092.82,-11.03,-0.98,0.55,23.9,-0.3749,8.6,38
BCHUSD,0.63,ok,crypto,M30,577,-780782.76,802382.61,802.38,-10.27,-0.97,0.57,24.1,-0.3727,8.9,38
BCHUSD,0.64,ok,crypto,M30,385,-589003.35,632522.28,632.52,-12.83,-0.93,0.51,24.2,-0.4012,8.7,38
BCHUSD,0.65,ok,crypto,M30,266,-421717.73,448567.32,448.57,-13.54,-0.94,0.48,24.4,-0.3996,9.0,38
BCHUSD,0.66,ok,crypto,M30,173,-239446.83,246838.06,246.84,-12.61,-0.97,0.52,26.6,-0.2938,9.2,38
BCHUSD,0.67,ok,crypto,M30,107,-97125.42,104516.65,104.52,-8.03,-0.93,0.66,29.0,-0.2357,9.4,38
BCHUSD,0.68,ok,crypto,M30,68,-115352.88,119499.42,119.5,-16.37,-0.97,0.45,20.6,-0.4286,8.5,38
BCHUSD,0.69,ok,crypto,M30,32,-45688.37,49843.57,49.84,-13.86,-0.92,0.51,21.9,-0.4535,8.0,38
BCHUSD,0.7,ok,crypto,M30,15,-13812.83,24920.55,24.92,-9.84,-0.55,0.67,26.7,-0.1304,6.0,38
BCHUSD,0.71,ok,crypto,M30,2,-8622.17,8622.17,8.62,-33984.43,-1.0,0.0,0.0,-1.2561,1.0,38
BTCUSD,0.5,ok,crypto,M15,4189,-4117128.15,4144956.21,4144.96,-11.66,-0.99,0.55,31.8,-0.2017,12.6,53
BTCUSD,0.51,ok,crypto,M15,4054,-4065022.23,4073496.57,4073.5,-11.72,-1.0,0.55,31.8,-0.1994,12.8,53
BTCUSD,0.52,ok,crypto,M15,3780,-3899843.49,3916360.58,3916.36,-11.35,-1.0,0.55,31.8,-0.2036,12.9,53
BTCUSD,0.53,ok,crypto,M15,3313,-3456500.35,3462981.93,3462.98,-12.36,-1.0,0.53,31.1,-0.205,12.7,53
BTCUSD,0.54,ok,crypto,M15,2600,-2330841.31,2375821.67,2375.82,-10.83,-0.98,0.57,32.7,-0.1847,12.8,53
BTCUSD,0.55,ok,crypto,M15,1857,-1465584.26,1487835.79,1487.84,-9.72,-0.99,0.6,33.5,-0.1905,13.2,53
BTCUSD,0.56,ok,crypto,M15,1205,-1112492.4,1125454.4,1125.45,-11.47,-0.99,0.54,31.5,-0.2381,14.6,53
BTCUSD,0.57,ok,crypto,M15,591,-448261.6,452978.85,452.98,-10.84,-0.99,0.56,32.5,-0.2428,16.4,53
BTCUSD,0.58,ok,crypto,M15,86,-42987.13,44362.47,44.36,-7.22,-0.97,0.65,39.5,-0.2002,20.0,53
DOGEUSD,0.5,ok,crypto,H1,1276,-1285564.18,1313463.54,1313.46,-4.45,-0.98,0.65,19.8,-0.4504,10.1,53
DOGEUSD,0.51,ok,crypto,H1,1266,-1276150.67,1324454.02,1324.45,-4.45,-0.96,0.65,20.0,-0.4323,10.1,53
DOGEUSD,0.52,ok,crypto,H1,1269,-1329881.63,1379012.93,1379.01,-4.67,-0.96,0.64,19.6,-0.4553,10.0,53
DOGEUSD,0.53,ok,crypto,H1,1261,-1390658.93,1439310.87,1439.31,-5.03,-0.97,0.62,19.7,-0.4553,10.0,53
DOGEUSD,0.54,ok,crypto,H1,1255,-1404904.39,1450749.06,1450.75,-5.18,-0.97,0.61,19.7,-0.4557,10.1,53
DOGEUSD,0.55,ok,crypto,H1,1268,-1628174.89,1670388.43,1670.39,-6.21,-0.97,0.56,18.8,-0.5192,9.9,53
DOGEUSD,0.56,ok,crypto,H1,1263,-1604150.14,1642285.58,1642.29,-6.19,-0.98,0.56,18.8,-0.5166,9.9,53
DOGEUSD,0.57,ok,crypto,H1,1261,-1620259.54,1654891.47,1654.89,-6.17,-0.98,0.56,18.9,-0.5256,9.8,53
DOGEUSD,0.58,ok,crypto,H1,1239,-1494707.36,1526658.91,1526.66,-5.56,-0.98,0.58,19.0,-0.5152,10.0,53
DOGEUSD,0.59,ok,crypto,H1,1240,-1605227.41,1637347.57,1637.35,-6.09,-0.98,0.56,18.4,-0.5437,9.9,53
DOGEUSD,0.6,ok,crypto,H1,1225,-1537700.81,1569813.67,1569.81,-5.83,-0.98,0.57,18.7,-0.5337,10.0,53
DOGEUSD,0.61,ok,crypto,H1,1210,-1483811.79,1519869.93,1519.87,-5.62,-0.98,0.58,18.5,-0.52,10.1,53
DOGEUSD,0.62,ok,crypto,H1,1199,-1518812.64,1554424.88,1554.42,-5.91,-0.98,0.57,18.3,-0.5402,10.0,53
DOGEUSD,0.63,ok,crypto,H1,1182,-1431645.58,1460971.2,1460.97,-5.43,-0.98,0.58,18.5,-0.5077,10.1,53
DOGEUSD,0.64,ok,crypto,H1,1169,-1479353.23,1508678.85,1508.68,-5.81,-0.98,0.57,18.6,-0.5095,10.1,53
DOGEUSD,0.65,ok,crypto,H1,1145,-1455138.41,1486825.42,1486.83,-5.94,-0.98,0.56,18.9,-0.4899,10.3,53
DOGEUSD,0.66,ok,crypto,H1,1127,-1399861.74,1439058.16,1439.06,-5.88,-0.97,0.57,19.3,-0.4775,10.3,53
DOGEUSD,0.67,ok,crypto,H1,1107,-1267468.83,1306665.25,1306.67,-5.37,-0.97,0.6,19.6,-0.4377,10.4,53
DOGEUSD,0.68,ok,crypto,H1,1088,-1191975.68,1239977.8,1239.98,-5.16,-0.96,0.61,20.0,-0.422,10.5,53
DOGEUSD,0.69,ok,crypto,H1,1081,-1235656.98,1267846.79,1267.85,-5.51,-0.97,0.59,19.7,-0.4388,10.5,53
DOGEUSD,0.7,ok,crypto,H1,1050,-1085785.06,1120318.35,1120.32,-4.92,-0.97,0.62,20.1,-0.395,10.5,53
DOGEUSD,0.71,ok,crypto,H1,1028,-1095828.84,1138721.0,1138.72,-5.09,-0.96,0.61,19.6,-0.4314,10.5,53
DOGEUSD,0.72,ok,crypto,H1,1001,-1001664.78,1063377.67,1063.38,-4.61,-0.94,0.64,19.6,-0.4211,10.6,53
DOGEUSD,0.73,ok,crypto,H1,974,-866055.91,955855.31,955.86,-3.97,-0.91,0.67,20.4,-0.3647,10.7,53
DOGEUSD,0.74,ok,crypto,H1,952,-835641.03,915277.25,915.28,-3.88,-0.91,0.68,20.3,-0.3765,10.8,53
DOGEUSD,0.75,ok,crypto,H1,926,-736618.22,810740.42,810.74,-3.48,-0.91,0.7,20.8,-0.3304,10.8,53
EU50.cash,0.5,ok,index,H4,202,48536.02,17152.29,17.15,1.63,2.83,1.39,26.2,0.0694,7.7,27
EU50.cash,0.51,ok,index,H4,201,48060.67,21085.3,21.09,1.61,2.28,1.38,26.9,0.0702,7.7,27
EU50.cash,0.52,ok,index,H4,199,50300.43,22706.37,22.71,1.71,2.22,1.41,26.6,0.0716,7.7,27
EU50.cash,0.53,ok,index,H4,194,63932.9,13128.78,13.13,2.23,4.87,1.58,27.3,0.129,7.7,27
EU50.cash,0.54,ok,index,H4,197,51893.72,20932.84,20.93,1.88,2.48,1.44,26.4,0.0931,7.3,27
EU50.cash,0.55,ok,index,H4,191,21967.39,24097.0,24.1,0.85,0.91,1.18,24.1,0.0363,7.0,27
EU50.cash,0.56,ok,index,H4,184,24606.99,24034.64,24.03,0.98,1.02,1.21,24.5,0.0473,7.1,27
EU50.cash,0.57,ok,index,H4,173,-2998.68,33312.1,33.31,-0.14,-0.09,0.97,24.9,-0.0203,6.9,27
EU50.cash,0.58,ok,index,H4,164,-5502.3,36409.94,36.41,-0.27,-0.15,0.95,25.0,-0.0136,7.0,27
EU50.cash,0.59,ok,index,H4,140,4664.07,24821.85,24.82,0.29,0.19,1.05,27.9,0.0223,7.4,27
EU50.cash,0.6,ok,index,H4,125,7758.46,19202.05,19.2,0.57,0.4,1.11,29.6,0.0282,7.4,27
EU50.cash,0.61,ok,index,H4,114,14378.04,13409.27,13.41,1.17,1.07,1.24,29.8,0.0591,7.4,27
EU50.cash,0.62,ok,index,H4,97,5489.27,21480.69,21.48,0.51,0.26,1.1,28.9,-0.0391,7.7,27
EU50.cash,0.63,ok,index,H4,79,17778.87,17511.33,17.51,1.95,1.02,1.47,30.4,0.0518,8.1,27
EU50.cash,0.64,ok,index,H4,69,23213.37,9571.25,9.57,2.9,2.43,1.84,29.0,0.0953,8.2,27
EU50.cash,0.65,ok,index,H4,55,8696.69,11477.45,11.48,1.31,0.76,1.28,29.1,0.0382,7.7,27
EU50.cash,0.66,ok,index,H4,40,4495.22,8414.24,8.41,1.12,0.53,1.22,30.0,0.0272,8.2,27
EU50.cash,0.67,ok,index,H4,32,7679.53,7907.11,7.91,2.14,0.97,1.48,34.4,0.1834,9.0,27
EU50.cash,0.68,ok,index,H4,25,10496.36,5099.2,5.1,3.32,2.06,1.81,40.0,0.272,9.6,27
EU50.cash,0.69,ok,index,H4,15,3874.04,4890.63,4.89,1.9,0.79,1.39,40.0,0.2098,10.4,27
EU50.cash,0.7,ok,index,H4,7,-1228.18,5248.71,5.25,-0.92,-0.23,0.87,42.9,0.1148,12.0,27
EU50.cash,0.71,ok,index,H4,3,4020.53,2381.34,2.38,5.47,1.69,2.69,66.7,0.8129,17.7,27
GER40.cash,0.5,ok,index,H4,324,8411.05,76014.19,76.01,0.19,0.11,1.02,44.4,-0.0042,4.9,34
GER40.cash,0.51,ok,index,H4,324,8411.05,76014.19,76.01,0.19,0.11,1.02,44.4,-0.0042,4.9,34
GER40.cash,0.52,ok,index,H4,324,8411.05,76014.19,76.01,0.19,0.11,1.02,44.4,-0.0042,4.9,34
GER40.cash,0.53,ok,index,H4,187,-28861.28,69673.57,69.67,-1.13,-0.41,0.88,40.6,-0.0642,5.3,34
GER40.cash,0.54,ok,index,H4,187,-28861.28,69673.57,69.67,-1.13,-0.41,0.88,40.6,-0.0642,5.3,34
GER40.cash,0.55,ok,index,H4,186,-31426.82,70331.86,70.33,-1.24,-0.45,0.87,40.3,-0.0664,5.4,34
GER40.cash,0.56,ok,index,H4,161,-55008.74,71331.73,71.33,-2.43,-0.77,0.75,36.6,-0.1048,5.8,34
JP225.cash,0.5,ok,index,H4,246,-12619.39,72273.8,72.27,-0.33,-0.17,0.95,47.6,-0.0666,8.7,35
JP225.cash,0.51,ok,index,H4,245,1642.21,58358.03,58.36,0.04,0.03,1.01,49.8,-0.0201,8.8,35
JP225.cash,0.52,ok,index,H4,240,-4769.45,67008.87,67.01,-0.13,-0.07,0.98,49.6,-0.0367,8.8,35
JP225.cash,0.53,ok,index,H4,240,-7716.43,66976.59,66.98,-0.21,-0.12,0.97,48.3,-0.0385,8.7,35
JP225.cash,0.54,ok,index,H4,240,-3096.08,61438.73,61.44,-0.08,-0.05,0.99,48.3,-0.0275,8.6,35
JP225.cash,0.55,ok,index,H4,236,2246.4,61135.78,61.14,0.06,0.04,1.01,48.7,-0.0151,8.8,35
JP225.cash,0.56,ok,index,H4,228,2255.0,60745.53,60.75,0.06,0.04,1.01,49.1,-0.0161,8.7,35
JP225.cash,0.57,ok,index,H4,227,8865.34,58509.93,58.51,0.25,0.15,1.04,50.7,0.0012,8.6,35
JP225.cash,0.58,ok,index,H4,221,18343.13,56562.17,56.56,0.52,0.32,1.09,52.0,0.0254,8.9,35
JP225.cash,0.59,ok,index,H4,221,31129.2,50490.47,50.49,0.89,0.62,1.15,53.4,0.0565,8.8,35
JP225.cash,0.6,ok,index,H4,219,15482.65,51475.0,51.47,0.45,0.3,1.07,52.1,0.0234,8.8,35
JP225.cash,0.61,ok,index,H4,210,24556.86,43465.69,43.47,0.75,0.56,1.13,52.9,0.0552,8.9,35
JP225.cash,0.62,ok,index,H4,202,25203.88,44569.2,44.57,0.79,0.57,1.13,53.5,0.0539,9.0,35
JP225.cash,0.63,ok,index,H4,198,41987.03,43808.52,43.81,1.34,0.96,1.24,55.1,0.095,9.1,35
JP225.cash,0.64,ok,index,H4,192,40228.27,33077.85,33.08,1.38,1.22,1.25,54.7,0.0907,9.1,35
JP225.cash,0.65,ok,index,H4,188,28192.73,34700.02,34.7,1.01,0.81,1.18,53.7,0.0693,9.2,35
JP225.cash,0.66,ok,index,H4,181,19990.48,41031.22,41.03,0.73,0.49,1.13,53.0,0.0554,9.3,35
JP225.cash,0.67,ok,index,H4,174,-1464.55,38064.36,38.06,-0.06,-0.04,0.99,51.7,-0.004,8.8,35
JP225.cash,0.68,ok,index,H4,167,-2970.31,39501.49,39.5,-0.13,-0.08,0.98,52.1,0.0073,8.9,35
JP225.cash,0.69,ok,index,H4,159,-12730.17,44543.26,44.54,-0.57,-0.29,0.92,49.1,-0.0452,9.0,35
JP225.cash,0.7,ok,index,H4,148,-33420.29,53387.92,53.39,-1.66,-0.63,0.77,45.3,-0.1616,8.8,35
JP225.cash,0.71,ok,index,H4,138,-40557.42,54452.76,54.45,-2.17,-0.74,0.71,43.5,-0.2476,8.9,35
JP225.cash,0.72,ok,index,H4,127,-29139.25,46943.45,46.94,-1.77,-0.62,0.77,44.9,-0.1652,8.9,35
JP225.cash,0.73,ok,index,H4,121,-36979.71,51964.99,51.96,-2.45,-0.71,0.69,43.8,-0.2179,9.1,35
JP225.cash,0.74,ok,index,H4,111,-30579.49,45569.95,45.57,-2.21,-0.67,0.72,43.2,-0.2151,9.1,35
JP225.cash,0.75,ok,index,H4,98,-17504.88,30259.76,30.26,-1.36,-0.58,0.81,42.9,-0.1596,9.0,35
NVDA,0.5,ok,equity,H4,64,27386.25,4447.81,4.45,6.0,6.16,3.16,43.8,1.8477,7.3,8
NVDA,0.51,ok,equity,H4,64,27340.97,4447.81,4.45,5.99,6.15,3.16,43.8,1.8477,7.3,8
NVDA,0.52,ok,equity,H4,64,27292.83,4642.37,4.64,5.86,5.88,3.12,43.8,1.8298,7.5,8
NVDA,0.53,ok,equity,H4,64,28351.18,4725.84,4.73,6.1,6.0,3.21,45.3,1.8942,7.5,8
NVDA,0.54,ok,equity,H4,64,27637.08,4725.84,4.73,6.05,5.85,3.15,43.8,1.8653,7.4,8
NVDA,0.55,ok,equity,H4,64,27400.04,4725.84,4.73,5.84,5.8,2.94,43.8,1.7892,7.5,8
NVDA,0.56,ok,equity,H4,64,28235.13,4725.84,4.73,5.93,5.97,2.89,43.8,1.8705,7.2,8
NVDA,0.57,ok,equity,H4,64,27644.55,4725.84,4.73,5.9,5.85,2.85,43.8,1.8705,7.2,8
NVDA,0.58,ok,equity,H4,63,26702.34,4659.76,4.66,5.72,5.73,2.65,44.4,1.791,7.1,8
NVDA,0.59,ok,equity,H4,62,22795.52,4659.76,4.66,4.79,4.89,2.23,43.5,1.5601,7.3,8
NVDA,0.6,ok,equity,H4,62,22795.52,4659.76,4.66,4.79,4.89,2.23,43.5,1.5601,7.3,8
NVDA,0.61,ok,equity,H4,62,24061.91,4528.45,4.53,5.04,5.31,2.3,45.2,1.6487,7.3,8
NVDA,0.62,ok,equity,H4,62,24376.94,4528.45,4.53,5.08,5.38,2.33,45.2,1.6487,7.4,8
NVDA,0.63,ok,equity,H4,62,24303.67,4528.45,4.53,5.07,5.37,2.32,45.2,1.6419,7.4,8
NVDA,0.64,ok,equity,H4,61,23063.71,4337.37,4.34,4.83,5.32,2.25,44.3,1.5853,7.5,8
NVDA,0.65,ok,equity,H4,60,20812.62,4310.1,4.31,4.4,4.83,2.05,43.3,1.4745,7.3,8
NVDA,0.66,ok,equity,H4,60,20617.13,4310.1,4.31,4.36,4.78,2.04,43.3,1.4745,7.3,8
NVDA,0.67,ok,equity,H4,60,20702.36,4310.1,4.31,4.39,4.8,2.05,43.3,1.4813,7.3,8
NVDA,0.68,ok,equity,H4,59,17948.24,4310.1,4.31,3.95,4.16,1.9,42.4,1.3393,7.1,8
NVDA,0.69,ok,equity,H4,59,17948.24,4310.1,4.31,3.95,4.16,1.9,42.4,1.3393,7.1,8
NVDA,0.7,ok,equity,H4,59,15798.08,5694.05,5.69,3.45,2.77,1.73,42.4,1.1949,7.0,8
NVDA,0.71,ok,equity,H4,59,15798.08,5694.05,5.69,3.45,2.77,1.73,42.4,1.1949,7.0,8
NVDA,0.72,ok,equity,H4,58,13582.94,6300.08,6.3,3.18,2.16,1.64,41.4,1.1489,7.1,8
NVDA,0.73,ok,equity,H4,57,13383.54,6300.08,6.3,3.14,2.12,1.63,42.1,1.1606,7.2,8
NVDA,0.74,ok,equity,H4,55,15373.74,5246.16,5.25,3.67,2.93,1.8,43.6,1.329,7.4,8
NVDA,0.75,ok,equity,H4,50,15474.04,6296.71,6.3,3.73,2.46,1.83,46.0,1.4018,8.2,8
PFE,0.5,ok,equity,H4,93,-4876.01,26037.08,26.04,-0.52,-0.19,0.95,28.0,0.0147,3.2,8
PFE,0.51,ok,equity,H4,90,3814.13,21577.42,21.58,0.43,0.18,1.05,28.9,0.1071,3.3,8
PFE,0.52,ok,equity,H4,89,-1129.14,22964.41,22.96,-0.13,-0.05,0.99,29.2,0.0681,3.4,8
PFE,0.53,ok,equity,H4,87,2379.07,19865.57,19.87,0.29,0.12,1.03,28.7,0.0914,3.4,8
PFE,0.54,ok,equity,H4,87,-5544.27,23011.75,23.01,-0.71,-0.24,0.92,26.4,0.0057,3.4,8
PFE,0.55,ok,equity,H4,84,-8946.66,25484.42,25.48,-1.26,-0.35,0.87,26.2,-0.0414,3.5,8
PFE,0.56,ok,equity,H4,82,-8340.43,25315.65,25.32,-1.28,-0.33,0.87,25.6,-0.0351,3.4,8
PFE,0.57,ok,equity,H4,81,-7042.85,25132.25,25.13,-1.09,-0.28,0.89,25.9,-0.033,3.4,8
PFE,0.58,ok,equity,H4,81,-6554.57,24643.97,24.64,-1.02,-0.27,0.89,25.9,-0.033,3.4,8
PFE,0.59,ok,equity,H4,78,-107.81,23488.19,23.49,-0.02,-0.0,1.0,26.9,0.0133,3.4,8
PFE,0.6,ok,equity,H4,77,58.69,23488.19,23.49,0.01,0.0,1.0,27.3,0.0161,3.4,8
PFE,0.61,ok,equity,H4,76,2936.43,23086.91,23.09,0.44,0.13,1.05,28.9,0.0394,3.5,8
PFE,0.62,ok,equity,H4,77,5182.17,23086.91,23.09,0.78,0.22,1.09,28.6,0.0561,3.4,8
PFE,0.63,ok,equity,H4,74,1266.24,22260.37,22.26,0.2,0.06,1.02,25.7,0.0076,3.3,8
PFE,0.64,ok,equity,H4,73,6314.4,17212.21,17.21,1.03,0.37,1.13,26.0,0.0641,3.3,8
PFE,0.65,ok,equity,H4,73,18268.63,12380.38,12.38,2.84,1.48,1.42,26.0,0.1777,3.3,8
PFE,0.66,ok,equity,H4,71,19090.11,9308.76,9.31,2.95,2.05,1.43,26.8,0.2238,3.4,8
PFE,0.67,ok,equity,H4,67,17580.11,10592.22,10.59,2.85,1.66,1.42,26.9,0.251,3.4,8
PFE,0.68,ok,equity,H4,66,14914.85,14100.49,14.1,2.51,1.06,1.35,27.3,0.2888,3.4,8
PFE,0.69,ok,equity,H4,64,14735.15,11270.49,11.27,2.81,1.31,1.39,28.1,0.3135,3.4,8
PFE,0.7,ok,equity,H4,61,15016.31,11270.49,11.27,2.97,1.33,1.41,27.9,0.3143,3.4,8
PFE,0.71,ok,equity,H4,59,10958.05,12466.56,12.47,2.22,0.88,1.29,27.1,0.2649,3.3,8
PFE,0.72,ok,equity,H4,58,15361.97,10666.43,10.67,3.1,1.44,1.42,27.6,0.3187,3.3,8
PFE,0.73,ok,equity,H4,58,15755.55,10666.43,10.67,3.17,1.48,1.44,27.6,0.3187,3.3,8
PFE,0.74,ok,equity,H4,54,11096.22,11193.65,11.19,2.39,0.99,1.32,25.9,0.3005,3.2,8
PFE,0.75,ok,equity,H4,50,12609.93,13640.84,13.64,2.78,0.92,1.4,26.0,0.2943,3.1,8
SOLUSD,0.5,ok,crypto,H4,122,-78417.81,85964.77,85.96,-1.89,-0.91,0.71,17.2,-0.2667,9.6,18
SOLUSD,0.51,ok,crypto,H4,123,-82927.56,90474.53,90.47,-2.0,-0.92,0.69,17.1,-0.2981,9.5,18
SOLUSD,0.52,ok,crypto,H4,121,-80826.89,85847.12,85.85,-1.96,-0.94,0.7,17.4,-0.2887,9.6,18
SOLUSD,0.53,ok,crypto,H4,116,-67857.98,82068.55,82.07,-1.67,-0.83,0.74,18.1,-0.214,9.8,18
SOLUSD,0.54,ok,crypto,H4,117,-94344.46,97615.05,97.62,-2.52,-0.97,0.64,17.1,-0.3874,9.5,18
SOLUSD,0.55,ok,crypto,H4,18,-63417.48,63417.48,63.42,-156.63,-1.0,0.0,0.0,-2.0384,2.8,18
TSLA,0.5,ok,equity,H4,97,55626.18,29580.27,29.58,2.68,1.88,1.39,22.7,0.5348,3.9,8
TSLA,0.51,ok,equity,H4,97,51986.5,29580.27,29.58,2.48,1.76,1.35,22.7,0.4781,3.9,8
TSLA,0.52,ok,equity,H4,96,55349.64,29175.68,29.18,2.61,1.9,1.37,22.9,0.5279,3.9,8
TSLA,0.53,ok,equity,H4,94,61739.61,27743.1,27.74,3.03,2.23,1.44,23.4,0.6644,3.9,8
TSLA,0.54,ok,equity,H4,94,59059.1,27743.1,27.74,2.87,2.13,1.42,23.4,0.6264,3.9,8
TSLA,0.55,ok,equity,H4,94,60077.82,27743.1,27.74,2.92,2.17,1.42,23.4,0.6241,3.9,8
TSLA,0.56,ok,equity,H4,92,61930.59,33921.13,33.92,3.02,1.83,1.44,25.0,0.6705,3.9,8
