symbol,status,gpu,timeframe,best_ev,best_num_boost_round,best_max_depth,best_gamma,best_subsample,best_colsample_bytree,best_reg_alpha,best_reg_lambda,best_min_child_weight,best_eta,best_colsample_bylevel,trials,rows,device_used,cluster,calmar_score,fee_bps,spread_bps,slippage_bps,n_features,htf_enabled
AAVUSD,ok,0,H1,0.00001419208686719513,63,4,0.06711597410010868,0.9492450076772445,0.8051597481525392,0.0047533919768437734,0.06509201855701734,15.915977611551451,0.12615177700660626,0.6311064637728284,249,23161,cuda,crypto,0.00001419208686719513,6.5,0.651996740015707,8.0,39,false
ADAUSD,ok,0,H1,-0.004150993217709721,1435,9,0.08178161650650478,0.42384619485898223,0.6719906223528087,0.0032013893439660347,0.6060929009840798,17.627698879646356,0.03751690281928049,0.8198082217878329,236,19304,cuda,crypto,-0.004150993217709721,6.5,39.07619858724527,8.0,39,false
ALGUSD,ok,0,H1,-0.001602552098355452,1242,10,3.462207037830342,0.8663476527097833,0.5023760120549459,28.609069465721042,0.03227614251407214,6.016510940076635,0.00885369233331073,0.780157819041265,270,20078,cuda,crypto,-0.001602552098355452,6.5,15.673981191223021,8.0,39,false
AVAUSD,ok,0,H1,-0.001012520303949651,1688,10,2.8439984309559883,0.7301174310726921,0.7076531000503314,6.189736935936405,0.1903422237643963,8.941420799994921,0.11814383194761337,0.3019832320105629,238,20063,cuda,crypto,-0.001012520303949651,6.5,10.062049304040782,8.0,39,false
BARUSD,ok,0,H1,-0.0004965689077449427,948,7,0.7086267975241912,0.6875212010041679,0.8323654639802628,0.1872103010309276,0.344093912973008,16.549882822874945,0.03417455641343276,0.7840648730146137,200,21958,cuda,crypto,-0.0004965689077449427,6.5,4.961137754257534,8.0,39,false
BCHUSD,ok,0,H1,-0.0016936368837181441,1158,10,0.5300393301198831,0.7975251465900335,0.4481147931671251,0.23614637742614253,0.024734320799869883,109.19425004241367,0.04228708068928689,0.8060103447374416,200,36239,cuda,crypto,-0.0016936368837181441,6.5,16.891388372762457,8.0,39,false
BNBUSD,ok,0,H1,-0.0005844436446016887,248,8,0.03242612830688967,0.4555046931880483,0.8658115269627296,3.1258367102182434,0.008164533287348518,10.412510504925576,0.031225002348866302,0.5086283762941473,200,27997,cuda,crypto,-0.0005844436446016887,6.5,0.301750150874801,8.0,39,false
BTCUSD,ok,0,H1,-0.000678502439902411,545,10,2.9765501135401866,0.6982816543675736,0.7251196218553322,1.2282106031111848,19.642498809684408,26.671854522963255,0.2857092430616059,0.42967853986649596,200,34368,cuda,crypto,-0.000678502439902411,6.5,0.25108561137939445,8.0,39,false
DASHUSD,ok,0,H1,-0.000887547919831651,416,5,3.1279858961624196,0.8744840333263643,0.8851523952207361,0.07257796544039628,0.13668485415250697,12.802057574825549,0.038671228028469694,0.8843103439379724,200,21184,cuda,crypto,-0.000887547919831651,6.5,8.849557522123705,8.0,39,false
DOGEUSD,ok,0,H1,-0.002526914058242324,137,8,0.032601349247518376,0.8126875231377197,0.5527997989826782,9.8064691077333,0.1186993522791404,51.789078008235975,0.2083882703391388,0.9025477985483112,200,18828,cuda,crypto,-0.002526914058242324,6.5,24.400567686676315,8.0,39,false
DOTUSD,ok,0,H1,-0.0038090465426256757,1612,3,0.05786796548763144,0.7676639093662696,0.6723900161056935,0.008787841180375329,0.25132441857916493,20.574406892280184,0.005338867099568925,0.7791731957032205,200,19491,cuda,crypto,-0.0038090465426256757,6.5,35.13086246267427,8.0,39,false
ETCUSD,ok,0,H1,-0.000048752477314803876,95,7,0.031093783664861242,0.6173708173976561,0.5694530845232008,0.004040210200705812,0.0040514149134844675,1.1047947424194602,0.15078228018874376,0.878405930484096,200,36224,cuda,crypto,-0.000048752477314803876,6.5,4.038568327527447,8.0,39,false
ETHUSD,ok,0,H1,-0.0013934096129987002,852,5,0.2916452178854492,0.5427417307240736,0.7408015306535594,17.428300271841962,68.91808268103736,6.215493422283917,0.010864423868899457,0.8462322487442973,200,34384,cuda,crypto,-0.0013934096129987002,6.5,12.069502536264531,8.0,39,false
FETUSD,ok,0,H1,0.000021864422567406603,417,6,0.12883387249218226,0.7967995416950424,0.31679724323515385,58.603797816418165,0.07660882531106653,6.902255629740659,0.020021840220325913,0.8241156747850349,200,7749,cuda,crypto,0.000021864422567406603,6.5,2.9180040852053977,8.0,39,false
GALUSD,ok,0,H1,-0.0005021650659416479,1669,6,0.051717075300121096,0.6537448081220628,0.5939718056547842,0.009546608934746448,0.007431598023320876,16.0775723343503,0.04785691540454841,0.6835125150965858,200,19587,cuda,crypto,-0.0005021650659416479,6.5,8.82223202470189,8.0,39,false
